Time (s),Position (m)
18.16,0.005184
18.2,0.023317
18.24,0.038349
18.28,0.046125
18.32,0.046263
18.36,0.039579
18.4,0.025516
18.44,0.007747
18.48,-0.011701
18.52,-0.030457
18.56,-0.042493
18.6,-0.047082
18.64,-0.044329
18.68,-0.034284
18.72,-0.016706
18.76,0.002275
18.8,0.02065
18.84,0.036253
18.88,0.045519
18.92,0.046662
18.96,0.041051
19,0.027923
19.04,0.010484
19.08,-0.008688
19.12,-0.025902
19.16,-0.041177
19.2,-0.046892
19.24,-0.04561
19.28,-0.036033
19.32,-0.01946
19.36,-0.000721
19.4,0.017948
19.44,0.034383
19.48,0.044947
19.52,0.047788
19.56,0.042523
19.6,0.030192
19.64,0.013203
19.68,-0.006021
19.72,-0.023685
19.76,-0.039289
19.8,-0.04374
19.84,-0.046113
19.88,-0.03799
19.92,-0.024101
19.96,-0.003406
20,0.015281
20.04,0.031699
20.08,0.043337
20.12,0.047493
20.16,0.043648
20.2,0.032547
20.24,0.016043
20.28,-0.003094
20.32,-0.023426
20.36,-0.037956
20.4,-0.045905
20.44,-0.046597
20.48,-0.03967
20.52,-0.026681
20.56,-0.006661
20.6,0.012198
20.64,0.029603
20.68,0.042124
20.72,0.047355
20.76,0.044636
20.8,0.034626
20.84,0.018658
20.88,9.3E-05
20.92,-0.018542
20.96,-0.035808
21,-0.045212
21.04,-0.047152
21.08,-0.041038
21.12,-0.028708
21.16,-0.009432
21.2,0.009237
21.24,0.026798
21.28,0.04015
21.32,0.046731
21.36,0.045501
21.4,0.03634
21.44,0.021516
21.48,0.002916
21.52,-0.016083
21.56,-0.034059
21.6,-0.04445
21.64,-0.047238
21.68,-0.042684
21.72,-0.031011
21.76,-0.012671
21.8,0.006172
21.84,0.024529
21.88,0.038591
21.92,0.046315
21.96,0.046333
22,0.038661
22.04,0.024321
22.08,0.006293
22.12,-0.012879
22.16,-0.031236
22.2,-0.042718
22.24,-0.046892
22.28,-0.044
22.32,-0.034111
22.36,-0.017849
22.4,0.003539
22.44,0.021429
22.48,0.036565
22.52,0.045467
22.56,0.046108
22.6,0.039977
22.64,0.026815
22.68,0.009237
22.72,-0.009657
22.76,-0.028604
22.8,-0.041454
22.84,-0.046909
22.88,-0.0449
22.92,-0.03541
22.96,-0.018247
23,0.000439
23.04,0.018693
23.08,0.034695
23.12,0.044739
23.16,0.046679
23.2,0.041432
23.24,0.029032
23.28,0.011765
23.32,-0.007094
23.36,-0.026577
23.4,-0.04019
23.44,-0.046563
23.48,-0.045506
23.52,-0.036795
23.56,-0.02081
23.6,-0.002678
23.64,0.015731
23.68,0.032443
23.72,0.043614
23.76,0.04732
23.8,0.043164
23.84,0.031681
23.88,0.015004
23.92,-0.003942
23.96,-0.021434
24,-0.037921
24.04,-0.04568
24.08,-0.046026
24.12,-0.038977
24.16,-0.025764
24.2,-0.005813
24.24,0.012614
24.28,0.029794
24.32,0.041899
24.36,0.046454
24.4,0.043718
24.44,0.033604
24.48,0.017983
24.52,-0.000617
24.56,-0.021001
24.6,-0.035825
24.64,-0.044519
24.68,-0.043775
24.72,-0.039913
24.76,-0.02805
24.8,-0.010991
24.84,0.009601
24.88,0.027577
24.92,0.040479
24.96,0.046748
25,0.044999
25.04,0.035699
25.08,0.020321
25.12,0.00224
25.16,-0.016186
25.2,-0.031617
25.24,-0.043792
25.28,-0.046892
25.32,-0.042285
25.36,-0.030751
25.4,-0.011718
25.44,0.007089
25.48,0.02491
25.52,0.038834
25.56,0.046367
25.6,0.045934
25.64,0.038262
25.68,0.023715
25.72,0.005669
25.76,-0.013156
25.8,-0.031721
25.84,-0.043065
25.88,-0.046719
25.92,-0.04329
25.96,-0.03321
26,-0.015234
26.04,0.003539
26.08,0.021758
26.12,0.037067
26.16,0.045623
26.2,0.046281
26.24,0.039769
26.28,0.026295
26.32,0.008821
26.36,-0.010333
26.4,-0.029348
26.44,-0.041766
26.48,-0.046684
26.52,-0.044415
26.56,-0.034596
26.6,-0.020204
26.64,0.000699
26.68,0.019126
26.72,0.035128
26.76,0.044878
26.8,0.04687
26.84,0.041761
26.88,0.029101
26.92,0.011835
26.96,-0.007354
27,-0.026803
27.04,-0.040398
27.08,-0.046459
27.12,-0.045732
27.16,-0.037142
27.2,-0.021001
27.24,-0.002401
27.28,0.016164
27.32,0.032928
27.36,0.04396
27.4,0.047458
27.44,0.043302
27.48,0.031855
27.52,0.01516
27.56,-0.003804
27.6,-0.021832
27.64,-0.038215
27.68,-0.045524
27.72,-0.046338
27.76,-0.039012
27.8,-0.025867
27.84,-0.005518
27.88,0.012943
27.92,0.030365
27.96,0.042298
28,0.047008
28.04,0.044012
28.08,0.033638
28.12,0.017671
28.16,-0.000929
28.2,-0.021555
28.24,-0.036501
28.28,-0.044952
28.32,-0.04658
28.36,-0.040242
28.4,-0.028101
28.44,-0.008497
28.48,0.010137
28.52,0.02801
28.56,0.040947
28.6,0.047441
28.64,0.045484
28.68,0.036184
28.72,0.020684
28.76,0.002188
28.8,-0.016689
28.84,-0.034319
28.88,-0.043982
28.92,-0.047013
28.96,-0.042147
29,-0.030924
29.04,-0.011822
29.08,0.006916
29.12,0.0251
29.16,0.039007
29.2,0.046419
29.24,0.046021
29.28,0.037933
29.32,0.023473
29.36,0.005444
29.4,-0.013502
29.44,-0.031392
29.48,-0.042614
29.52,-0.046563
29.56,-0.04303
29.6,-0.03276
29.64,-0.014818
29.68,0.003712
29.72,0.022191
29.76,0.036877
29.8,0.045155
29.84,0.045709
29.88,0.039024
29.92,0.025551
29.96,0.008059
30,-0.010541
