Time (s),Position (m)
7.2,0.056497
7.24,0.060132
7.28,0.051841
7.32,0.033979
7.36,0.012102
7.4,-0.012112
7.44,-0.036031
7.48,-0.05128
7.52,-0.058584
7.56,-0.052058
7.6,-0.037745
7.64,-0.016404
7.68,0.010458
7.72,0.034706
7.76,0.05281
7.8,0.061326
7.84,0.059335
7.88,0.045922
7.92,0.023889
7.96,4E-06
8,-0.026391
8.04,-0.04588
8.08,-0.057355
8.12,-0.058324
8.16,-0.047489
8.2,-0.028104
8.24,-0.002506
8.28,0.023006
8.32,0.044901
8.36,0.059093
8.4,0.062555
8.44,0.054558
8.48,0.036143
8.52,0.012223
8.56,-0.0127
8.6,-0.037503
8.64,-0.05327
8.68,-0.059968
8.72,-0.054309
8.76,-0.038904
8.8,-0.016404
8.84,0.010891
8.88,0.035347
8.92,0.05371
8.96,0.062364
9,0.059664
9.04,0.046251
9.08,0.024131
9.12,-0.001156
9.16,-0.028087
9.2,-0.047333
9.24,-0.058445
9.28,-0.058861
9.32,-0.048043
9.36,-0.027879
9.4,-0.001831
9.44,0.024166
9.48,0.046649
9.52,0.06008
9.56,0.063143
9.6,0.05461
9.64,0.036489
9.68,0.011912
9.72,-0.013877
9.76,-0.038472
9.8,-0.054257
9.84,-0.059691
9.88,-0.054516
9.92,-0.038956
9.96,-0.014275
10,0.011652
10.04,0.03597
10.08,0.053607
10.12,0.061222
10.16,0.058141
10.2,0.045454
10.24,0.023802
10.28,-0.002177
10.32,-0.028468
10.36,-0.047974
10.4,-0.058566
10.44,-0.057822
10.48,-0.047818
10.52,-0.027204
10.56,-4.8E-05
10.6,0.024858
10.64,0.047185
10.68,0.059889
10.72,0.061862
10.76,0.052862
10.8,0.035537
10.84,0.011167
10.88,-0.016923
10.92,-0.038956
10.96,-0.054603
11,-0.059224
11.04,-0.053322
11.08,-0.038108
11.12,-0.014846
11.16,0.012742
11.2,0.036195
11.24,0.05326
11.28,0.060668
11.32,0.055649
11.36,0.042512
11.4,0.022245
11.44,-0.003025
11.48,-0.029627
11.52,-0.048043
11.56,-0.05796
11.6,-0.056282
11.64,-0.045083
11.68,-0.025629
11.72,0.001804
11.76,0.026641
11.8,0.047306
11.84,0.059301
11.88,0.060495
11.92,0.05056
11.96,0.032716
12,0.009419
12.04,-0.015833
12.08,-0.039822
12.12,-0.05398
12.16,-0.057874
12.2,-0.051107
12.24,-0.035495
12.28,-0.01296
12.32,0.014542
12.36,0.037216
12.4,0.052707
12.44,0.059318
12.48,0.054039
12.52,0.039449
12.56,0.019146
12.6,-0.004894
12.64,-0.030354
12.68,-0.048268
12.72,-0.056385
12.76,-0.054257
12.8,-0.041985
12.84,-0.022635
12.88,0.003829
12.92,0.028129
12.96,0.04741
13,0.057864
13.04,0.057985
13.08,0.04786
13.12,0.029306
13.16,0.006269
13.2,-0.01926
13.24,-0.040237
13.28,-0.052751
13.32,-0.055572
13.36,-0.047783
13.4,-0.031912
13.44,-0.008183
13.48,0.016619
13.52,0.038462
13.56,0.05236
13.6,0.056982
13.64,0.051356
13.68,0.036714
13.72,0.015944
13.76,-0.007266
13.8,-0.030995
13.84,-0.04768
13.88,-0.054118
13.92,-0.050916
13.96,-0.038316
14,-0.018602
14.04,0.006442
14.08,0.02967
14.12,0.047081
14.16,0.055493
14.2,0.054212
14.24,0.043654
14.28,0.02517
14.32,0.002721
14.36,-0.02151
14.4,-0.040583
14.44,-0.051349
14.48,-0.052145
14.52,-0.043664
14.56,-0.027135
14.6,-0.003821
14.64,0.019423
14.68,0.039535
14.72,0.051876
14.76,0.05442
14.8,0.047791
14.84,0.033166
14.88,0.012362
14.92,-0.010156
14.96,-0.032276
15,-0.046589
15.04,-0.05166
15.08,-0.046935
15.12,-0.03392
15.16,-0.01251
15.2,0.009973
15.24,0.030933
15.28,0.04632
15.32,0.053087
15.36,0.049851
15.4,0.038133
15.44,0.020444
15.48,-0.001156
15.52,-0.024089
15.56,-0.040774
15.6,-0.049307
15.64,-0.048372
15.68,-0.038714
15.72,-0.022323
15.76,0.001042
15.8,0.022868
15.84,0.040227
15.88,0.050733
15.92,0.051737
15.96,0.04381
16,0.028302
16.04,0.008139
16.08,-0.013098
16.12,-0.033487
16.16,-0.04543
16.2,-0.048649
16.24,-0.042608
16.28,-0.029125
16.32,-0.007612
16.36,0.013469
16.4,0.032318
16.44,0.045368
16.48,0.050266
16.52,0.045558
16.56,0.033495
16.6,0.01565
16.64,-0.005275
16.68,-0.02627
16.72,-0.040462
16.76,-0.047178
16.8,-0.04446
16.84,-0.033643
16.88,-0.016612
16.92,0.00601
16.96,0.025845
17,0.041127
17.04,0.049193
17.08,0.048449
17.12,0.039085
17.16,0.023075
17.2,0.003517
17.24,-0.018498
17.28,-0.035322
17.32,-0.044391
17.36,-0.045724
17.4,-0.038247
17.44,-0.02402
17.48,-0.002748
17.52,0.017156
17.56,0.0341
17.6,0.044572
17.64,0.047272
17.68,0.041993
17.72,0.028648
17.76,0.010579
17.8,-0.008754
17.84,-0.028814
17.88,-0.040341
17.92,-0.044547
17.96,-0.040497
18,-0.028641
18.04,-0.009117
18.08,0.010562
18.12,0.02851
18.16,0.041076
18.2,0.046718
18.24,0.044312
18.28,0.033824
18.32,0.017554
18.36,-0.001692
18.4,-0.022168
18.44,-0.036049
18.48,-0.042643
18.52,-0.042089
18.56,-0.033158
18.6,-0.017823
18.64,0.002963
18.68,0.021656
18.72,0.036333
18.76,0.044001
18.8,0.044572
18.84,0.037735
18.88,0.023975
18.92,0.005923
18.96,-0.012527
19,-0.030337
19.04,-0.039251
19.08,-0.041518
19.12,-0.035824
19.16,-0.022947
19.2,-0.003527
19.24,0.014923
19.28,0.030812
19.32,0.040089
19.36,0.043308
19.4,0.039397
19.44,0.02806
19.48,0.0116
19.52,-0.006573
19.56,-0.02556
19.6,-0.036845
19.64,-0.040929
19.68,-0.038056
19.72,-0.027775
19.76,-0.011454
19.8,0.008814
19.84,0.025637
19.88,0.037562
19.92,0.042789
19.96,0.041803
20,0.032854
20.04,0.018073
20.08,0.000402
20.12,-0.019225
20.16,-0.032362
20.2,-0.038922
20.24,-0.039233
20.28,-0.031774
20.32,-0.017287
20.36,0.002115
20.4,0.019371
20.44,0.032785
20.48,0.039033
20.52,0.040954
20.56,0.035485
20.6,0.022695
20.64,0.005802
20.68,-0.011696
20.72,-0.028485
20.76,-0.036758
20.8,-0.038801
20.84,-0.033764
20.88,-0.02151
20.92,-0.003077
20.96,0.014421
21,0.029652
21.04,0.038445
21.08,0.041751
21.12,0.038635
21.16,0.027316
21.2,0.011635
21.24,-0.005552
21.28,-0.023985
21.32,-0.034301
21.36,-0.038558
21.4,-0.036741
21.44,-0.026668
21.48,-0.009066
21.52,0.008208
21.56,0.024529
21.6,0.035554
21.64,0.039154
21.68,0.038929
21.72,0.031522
21.76,0.017121
21.8,0.000194
21.84,-0.017962
21.88,-0.031427
21.92,-0.037035
21.96,-0.036983
22,-0.030302
22.04,-0.015971
22.08,0.002669
22.12,0.019337
22.16,0.031972
22.2,0.036939
22.24,0.038895
22.28,0.034308
22.32,0.021448
22.36,0.005127
22.4,-0.013479
22.44,-0.028381
22.48,-0.035512
22.52,-0.037381
22.56,-0.033729
22.6,-0.020731
22.64,-0.002679
22.68,0.014369
22.72,0.029012
22.76,0.037199
22.8,0.039639
22.84,0.03732
22.88,0.026797
22.92,0.0116
22.96,-0.005569
23,-0.022652
23.04,-0.032985
23.08,-0.037035
23.12,-0.03591
23.16,-0.025698
23.2,-0.008339
23.24,0.008589
23.28,0.023802
23.32,0.033062
23.36,0.036904
23.4,0.038151
23.44,0.030448
23.48,0.016602
23.52,-0.000706
23.56,-0.018516
23.6,-0.031202
23.64,-0.036152
23.68,-0.036256
23.72,-0.030181
23.76,-0.013012
23.8,0.003137
23.84,0.019527
23.88,0.032318
23.92,0.036835
23.96,0.039379
24,0.034118
24.04,0.021708
24.08,0.005283
24.12,-0.011644
24.16,-0.027862
24.2,-0.034958
24.24,-0.037226
24.28,-0.034577
24.32,-0.020904
24.36,-0.002731
24.4,0.014162
24.44,0.028302
24.48,0.035243
24.52,0.037562
24.56,0.036974
24.6,0.026191
24.64,0.011133
24.68,-0.005846
24.72,-0.023085
24.76,-0.033383
24.8,-0.03707
24.84,-0.035149
24.88,-0.025716
24.92,-0.007681
24.96,0.009108
25,0.024754
25.04,0.034637
25.08,0.036489
25.12,0.038185
25.16,0.030656
25.2,0.016689
25.24,-0.001
25.28,-0.018966
25.32,-0.031825
25.36,-0.036533
25.4,-0.036429
25.44,-0.031358
25.48,-0.013462
25.52,0.003085
25.56,0.01996
25.6,0.032681
25.64,0.037043
25.68,0.039691
25.72,0.03455
25.76,0.021743
25.8,0.005802
25.84,-0.010952
25.88,-0.02781
25.92,-0.035495
25.96,-0.037433
26,-0.03482
26.04,-0.021146
26.08,-0.002921
26.12,0.014144
26.16,0.028493
26.2,0.035485
26.24,0.037441
26.28,0.036887
26.32,0.026347
26.36,0.011202
26.4,-0.006694
26.44,-0.0235
26.48,-0.03437
26.52,-0.038056
26.56,-0.035633
26.6,-0.0271
26.64,-0.008633
26.68,0.00864
26.72,0.024841
26.76,0.036039
26.8,0.038601
26.84,0.039518
26.88,0.031366
26.92,0.017796
26.96,0.000246
27,-0.018152
27.04,-0.031929
27.08,-0.037433
27.12,-0.037381
27.16,-0.03302
27.2,-0.015037
27.24,0.002167
27.28,0.019112
27.32,0.032525
27.36,0.037527
27.4,0.038358
27.44,0.035502
27.48,0.022539
27.52,0.006529
27.56,-0.010918
27.6,-0.027499
27.64,-0.036083
27.68,-0.03842
27.72,-0.035287
27.76,-0.021995
27.8,-0.003717
27.84,0.013867
27.88,0.02941
27.92,0.037908
27.96,0.039102
28,0.038808
28.04,0.02832
28.08,0.012812
28.12,-0.005431
28.16,-0.023223
28.2,-0.035322
28.24,-0.039181
28.28,-0.037295
28.32,-0.029731
28.36,-0.010381
28.4,0.007048
28.44,0.023612
28.48,0.03597
28.52,0.039206
28.56,0.040089
28.6,0.032699
28.64,0.018939
28.68,0.001562
28.72,-0.017495
28.76,-0.031877
28.8,-0.038126
28.84,-0.038558
28.88,-0.034352
28.92,-0.018481
28.96,0.000765
29,0.018264
29.04,0.03256
29.08,0.038202
29.12,0.038652
29.16,0.036645
29.2,0.024373
29.24,0.007758
29.28,-0.012319
29.32,-0.027602
29.36,-0.037364
29.4,-0.040012
29.44,-0.03636
29.48,-0.024989
29.52,-0.005673
29.56,0.012327
29.6,0.02832
29.64,0.038895
29.68,0.039535
29.72,0.039587
29.76,0.030223
29.8,0.014941
29.84,-0.003458
29.88,-0.021856
29.92,-0.035426
29.96,-0.039545
30,-0.03797
30.04,-0.032362
30.08,-0.012735
30.12,0.005387
30.16,0.022435
30.2,0.035641
30.24,0.038981
30.28,0.038739
30.32,0.03455
30.36,0.020618
30.4,0.003154
30.44,-0.014518
30.48,-0.031375
30.52,-0.038801
30.56,-0.039856
30.6,-0.035685
30.64,-0.020731
30.68,-0.001156
30.72,0.016879
30.76,0.032352
30.8,0.039431
30.84,0.039587
30.88,0.038652
30.92,0.02697
30.96,0.0107
31,-0.008304
31.04,-0.026166
31.08,-0.037762
31.12,-0.040583
31.16,-0.03752
31.2,-0.028693
31.24,-0.008391
31.28,0.009973
31.32,0.026762
31.36,0.038427
31.4,0.040054
31.44,0.039968
31.48,0.031712
31.52,0.017087
31.56,-0.001139
31.6,-0.020454
31.64,-0.034716
31.68,-0.039856
31.72,-0.039043
31.76,-0.034145
31.8,-0.016681
31.84,0.003344
31.88,0.021241
31.92,0.035624
31.96,0.039812
32,0.038652
32.04,0.036402
32.08,0.023266
32.12,0.00594
32.16,-0.012787
32.2,-0.030268
32.24,-0.03932
32.28,-0.041224
32.32,-0.036776
32.36,-0.024175
32.4,-0.003856
32.44,0.014664
32.48,0.030847
32.52,0.040401
32.56,0.040158
32.6,0.039016
32.64,0.029012
32.68,0.013192
32.72,-0.005812
32.76,-0.024089
32.8,-0.037728
32.84,-0.040843
32.88,-0.038351
32.92,-0.031739
32.96,-0.010779
33,0.007723
33.04,0.025325
33.08,0.037752
33.12,0.039535
33.16,0.039206
33.2,0.033997
33.24,0.018887
33.28,0.001025
33.32,-0.018689
33.36,-0.033781
33.4,-0.039995
33.44,-0.040428
33.48,-0.035772
33.52,-0.019312
33.56,0.000817
33.6,0.019129
33.64,0.034204
33.68,0.040227
33.72,0.039639
33.76,0.038341
33.8,0.025481
33.84,0.008883
33.88,-0.010346
33.92,-0.028139
33.96,-0.038697
34,-0.04131
34.04,-0.037554
34.08,-0.027499
34.12,-0.00666
34.16,0.011842
34.2,0.028735
34.24,0.039085
34.28,0.039847
34.32,0.039224
34.36,0.030622
34.4,0.0152
34.44,-0.00325
34.48,-0.022531
34.52,-0.036291
34.56,-0.040791
34.6,-0.039181
34.64,-0.033435
34.68,-0.013133
34.72,0.005352
34.76,0.0233
34.8,0.03706
34.84,0.040418
34.88,0.039518
34.92,0.036368
34.96,0.021898
35,0.004279
35.04,-0.015954
35.08,-0.031756
35.12,-0.039631
35.16,-0.041293
35.2,-0.036741
35.24,-0.022514
35.28,-0.002315
35.32,0.016273
35.36,0.03211
35.4,0.040349
35.44,0.040176
35.48,0.038981
35.52,0.027316
35.56,0.011392
35.6,-0.007767
35.64,-0.025837
35.68,-0.037935
35.72,-0.041241
35.76,-0.038039
35.8,-0.029939
35.84,-0.008806
35.88,0.0098
35.92,0.026952
35.96,0.038756
36,0.040037
36.04,0.039726
36.08,0.033304
36.12,0.017589
36.16,-0.000896
36.2,-0.020368
36.24,-0.034958
36.28,-0.040324
36.32,-0.040306
36.36,-0.035131
36.4,-0.017546
36.44,0.002548
36.48,0.02086
36.52,0.035277
36.56,0.040193
36.6,0.039916
36.64,0.037735
36.68,0.02401
36.72,0.007065
36.76,-0.012094
36.8,-0.029437
36.84,-0.038593
36.88,-0.041051
36.92,-0.03726
36.96,-0.024989
37,-0.004548
37.04,0.013937
37.08,0.029981
37.12,0.038947
37.16,0.039812
37.2,0.039587
37.24,0.028977
37.28,0.013539
37.32,-0.00524
37.36,-0.024002
37.4,-0.036568
37.44,-0.040808
37.48,-0.038783
37.52,-0.031981
37.56,-0.011177
37.6,0.007204
37.64,0.024685
37.68,0.037545
37.72,0.039691
37.76,0.039968
37.8,0.035156
37.84,0.020566
37.88,0.002548
37.92,-0.017702
37.96,-0.032501
38,-0.039233
38.04,-0.040237
38.08,-0.036118
38.12,-0.020143
38.16,-0.000394
38.2,0.017883
38.24,0.032716
38.28,0.038981
38.32,0.039276
38.36,0.038566
38.4,0.025568
38.44,0.009558
38.48,-0.009394
38.52,-0.027256
38.56,-0.037589
38.6,-0.040601
38.64,-0.037676
38.68,-0.027343
38.72,-0.007058
38.76,0.011514
38.8,0.028129
38.84,0.038583
38.88,0.039172
38.92,0.039656
38.96,0.031504
39,0.01636
39.04,-0.00216
39.08,-0.021458
39.12,-0.035045
39.16,-0.04022
39.2,-0.039406
39.24,-0.03366
39.28,-0.013929
39.32,0.004123
39.36,0.021846
39.4,0.034897
39.44,0.038272
39.48,0.039881
39.52,0.036247
39.56,0.022452
39.6,0.004885
39.64,-0.013444
39.68,-0.030493
39.72,-0.038299
39.76,-0.040047
39.8,-0.036758
39.84,-0.021908
39.88,-0.00261
39.92,0.01546
39.96,0.030812
40,0.037804
40.04,0.040072
40.08,0.039397
40.12,0.0269
40.16,0.011444
40.2,-0.00711
40.24,-0.025508
40.28,-0.03636
40.32,-0.040099
40.36,-0.038697
40.4,-0.028589
40.44,-0.009377
40.48,0.008762
40.52,0.025966
40.56,0.036299
40.6,0.039327
40.64,0.040851
40.68,0.032785
40.72,0.018748
40.76,0.00054
40.8,-0.018585
40.84,-0.032674
40.88,-0.038835
40.92,-0.038904
40.96,-0.034058
41,-0.017321
41.04,0.001942
41.08,0.019389
41.12,0.032993
41.16,0.037389
41.2,0.040158
41.24,0.036697
41.28,0.023681
41.32,0.00665
41.36,-0.011402
41.4,-0.028814
41.44,-0.036931
41.48,-0.039579
41.52,-0.03707
41.56,-0.023397
41.6,-0.004548
41.64,0.013348
41.68,0.029133
41.72,0.037908
41.76,0.039795
41.8,0.039777
41.84,0.028648
41.88,0.014041
41.92,-0.00415
41.96,-0.022479
42,-0.034768
42.04,-0.039735
42.08,-0.038074
42.12,-0.030649
42.16,-0.013479
42.2,0.006287
42.24,0.023023
42.28,0.03507
42.32,0.037372
42.36,0.039501
42.4,0.033702
42.44,0.020046
42.48,0.00196
42.52,-0.016698
42.56,-0.031514
42.6,-0.037658
42.64,-0.038299
42.68,-0.03456
42.72,-0.01855
42.76,0.000385
42.8,0.017918
42.84,0.032422
42.88,0.038099
42.92,0.039881
42.96,0.037476
43,0.024841
43.04,0.009004
43.08,-0.008927
43.12,-0.026616
43.16,-0.036222
43.2,-0.039337
43.24,-0.036966
43.28,-0.02511
43.32,-0.006348
43.36,0.011531
43.4,0.027593
43.44,0.037112
43.48,0.038324
43.52,0.039102
43.56,0.029773
43.6,0.015425
43.64,-0.00254
43.68,-0.020731
43.72,-0.033833
43.76,-0.038697
43.8,-0.037035
43.84,-0.031047
43.88,-0.012285
43.92,0.005162
43.96,0.022123
44,0.034689
44.04,0.037406
44.08,0.038618
44.12,0.033754
44.16,0.020583
44.2,0.003258
44.24,-0.015677
44.28,-0.030822
44.32,-0.037208
44.36,-0.038541
44.4,-0.035183
44.44,-0.019918
44.48,-0.001139
44.52,0.016343
44.56,0.031158
44.6,0.038116
44.64,0.039085
44.68,0.037804
44.72,0.025481
44.76,0.010717
44.8,-0.007214
44.84,-0.024695
44.88,-0.035443
44.92,-0.039181
44.96,-0.036066
45,-0.026235
45.04,-0.007871
45.08,0.00999
45.12,0.026
45.16,0.036108
45.2,0.036576
45.24,0.037839
45.28,0.030414
45.32,0.016429
45.36,-0.001519
45.4,-0.019381
45.44,-0.033366
45.48,-0.038004
45.52,-0.037001
45.56,-0.031895
45.6,-0.013029
45.64,0.003985
45.68,0.021137
45.72,0.034377
45.76,0.038791
45.8,0.039518
45.84,0.035243
45.88,0.022002
45.92,0.005577
45.96,-0.011679
46,-0.028883
46.04,-0.036724
46.08,-0.038541
46.12,-0.035633
46.16,-0.021597
46.2,-0.002852
46.24,0.014681
46.28,0.029843
46.32,0.037476
46.36,0.037302
46.4,0.037787
46.44,0.026848
46.48,0.011912
46.52,-0.00595
46.56,-0.023483
46.6,-0.035149
46.64,-0.038835
46.68,-0.036031
46.72,-0.027689
46.76,-0.008667
46.8,0.00864
46.84,0.025066
46.88,0.036766
46.92,0.037701
46.96,0.038601
47,0.031366
47.04,0.017571
47.08,-0.000342
47.12,-0.018585
47.16,-0.032985
47.2,-0.037849
47.24,-0.037935
47.28,-0.033695
47.32,-0.016923
47.36,0.002202
47.4,0.019441
47.44,0.033425
47.48,0.037943
47.52,0.038739
47.56,0.035883
47.6,0.022902
47.64,0.006667
47.68,-0.010208
47.72,-0.027724
47.76,-0.036377
47.8,-0.038853
47.84,-0.035962
47.88,-0.022912
47.92,-0.004029
47.96,0.013089
48,0.028475
48.04,0.036506
48.08,0.037095
48.12,0.037493
48.16,0.027333
48.2,0.012569
48.24,-0.0055
48.28,-0.02305
48.32,-0.035218
48.36,-0.038818
48.4,-0.036897
48.44,-0.02942
48.48,-0.011679
48.52,0.007567
48.56,0.023889
48.6,0.036558
48.64,0.038185
48.68,0.039449
48.72,0.032975
48.76,0.019285
48.8,0.0017
48.84,-0.016837
48.88,-0.0316
48.92,-0.03726
48.96,-0.037987
49,-0.034543
49.04,-0.018118
49.08,0.000627
49.12,0.018177
49.16,0.032283
49.2,0.03732
49.24,0.037718
49.28,0.03642
49.32,0.024114
49.36,0.007983
49.4,-0.009637
49.44,-0.026789
49.48,-0.036377
49.52,-0.03887
49.56,-0.03546
49.6,-0.024522
49.64,-0.005154
49.68,0.012552
49.72,0.028302
49.76,0.038237
49.8,0.038133
49.84,0.038133
49.88,0.029254
49.92,0.014456
49.96,-0.003717
50,-0.02177
50.04,-0.035062
50.08,-0.038576
50.12,-0.037243
50.16,-0.031687
50.2,-0.01386
50.24,0.005906
50.28,0.022902
50.32,0.035485
50.36,0.037804
50.4,0.037026
50.44,0.0341
50.48,0.020219
50.52,0.003137
50.56,-0.016231
50.6,-0.030908
50.64,-0.037399
50.68,-0.03842
50.72,-0.034474
50.76,-0.019745
50.8,-0.000481
50.84,0.017208
50.88,0.031747
50.92,0.038358
50.96,0.037683
51,0.036437
51.04,0.024979
51.08,0.009402
51.12,-0.009014
51.16,-0.026391
51.2,-0.037226
51.24,-0.039406
51.28,-0.036014
51.32,-0.027758
51.36,-0.006937
51.4,0.011046
51.44,0.027264
51.48,0.038133
51.52,0.038168
51.56,0.037527
51.6,0.031123
51.64,0.015893
51.68,-0.001987
51.72,-0.020679
51.76,-0.034474
51.8,-0.038489
51.84,-0.037485
51.88,-0.032743
51.92,-0.015591
51.96,0.004383
52,0.021673
52.04,0.034637
52.08,0.038012
52.12,0.036212
52.16,0.033945
52.2,0.021068
52.24,0.004435
52.28,-0.015729
52.32,-0.030545
52.36,-0.037935
52.4,-0.039233
52.44,-0.034802
52.48,-0.022773
52.52,-0.001935
52.56,0.015944
52.6,0.031089
52.64,0.03912
52.68,0.038393
52.72,0.036212
52.76,0.0269
52.8,0.011306
52.84,-0.007196
52.88,-0.025283
52.92,-0.036758
52.96,-0.039856
53,-0.036776
53.04,-0.030199
53.08,-0.0091
53.12,0.009108
53.16,0.025568
53.2,0.036593
53.24,0.038635
53.28,0.036974
53.32,0.032179
53.36,0.017433
53.4,-0.00036
53.44,-0.019796
53.48,-0.033297
53.52,-0.038679
53.56,-0.038593
53.6,-0.033262
53.64,-0.017408
53.68,0.003085
53.72,0.020583
53.76,0.034377
53.8,0.039535
53.84,0.038687
53.88,0.035987
53.92,0.023231
53.96,0.006633
54,-0.012475
54.04,-0.029454
54.08,-0.038074
54.12,-0.039822
54.16,-0.035616
54.2,-0.025595
54.24,-0.004012
54.28,0.014144
54.32,0.02986
54.36,0.039587
54.4,0.039881
54.44,0.037372
54.48,0.029202
54.52,0.013089
54.56,-0.004773
54.6,-0.023829
54.64,-0.03617
54.68,-0.039631
54.72,-0.037606
54.76,-0.031029
54.8,-0.013168
54.84,0.007446
54.88,0.02427
54.92,0.036454
54.96,0.039379
55,0.037026
55.04,0.032975
55.08,0.019025
55.12,0.001579
55.16,-0.018948
55.2,-0.032864
55.24,-0.039095
55.28,-0.039528
55.32,-0.033695
55.36,-0.020385
55.4,0.000627
55.44,0.018558
55.48,0.033408
55.52,0.040937
55.56,0.039518
55.6,0.035727
55.64,0.025498
55.68,0.0089
55.72,-0.011056
55.76,-0.02781
55.8,-0.038143
55.84,-0.039995
55.88,-0.036533
55.92,-0.027741
55.96,-0.006608
56,0.012102
56.04,0.027973
56.08,0.038427
56.12,0.039829
56.16,0.036939
56.2,0.030933
56.24,0.015373
56.28,-0.002644
56.32,-0.022133
56.36,-0.035304
56.4,-0.039666
56.44,-0.038229
56.48,-0.031324
56.52,-0.015556
56.56,0.005404
56.6,0.022989
56.64,0.036472
56.68,0.040816
56.72,0.038826
56.76,0.034602
56.8,0.022002
56.84,0.004487
56.88,-0.016404
56.92,-0.031791
56.96,-0.039112
57,-0.040081
57.04,-0.034924
57.08,-0.023172
57.12,-0.001969
57.16,0.016446
57.2,0.031781
57.24,0.040089
57.28,0.040349
57.32,0.037147
57.36,0.027575
57.4,0.011081
57.44,-0.007214
57.48,-0.02601
57.52,-0.037624
57.56,-0.040237
57.6,-0.037087
57.64,-0.028814
57.68,-0.008962
57.72,0.009921
57.76,0.026848
57.8,0.038358
57.84,0.040349
57.88,0.037597
57.92,0.031868
57.96,0.017329
58,-0.000827
58.04,-0.021146
58.08,-0.035079
58.12,-0.039614
58.16,-0.039458
58.2,-0.032431
58.24,-0.017737
58.28,0.002963
58.32,0.021275
58.36,0.035468
58.4,0.041595
58.44,0.040176
58.48,0.035779
58.52,0.023837
58.56,0.006598
58.6,-0.01206
58.64,-0.029904
58.68,-0.039095
58.72,-0.040047
58.76,-0.035443
58.8,-0.024781
58.84,-0.004358
58.88,0.014646
58.92,0.030518
58.96,0.039708
59,0.040002
59.04,0.037026
59.08,0.028891
59.12,0.01276
59.16,-0.005569
59.2,-0.024954
59.24,-0.037191
59.28,-0.040203
59.32,-0.037901
59.36,-0.029489
59.4,-0.012943
59.44,0.007879
59.48,0.025273
