Time (s),Position (m)
4.8,0.023097
4.84,0.030851
4.88,0.034433
4.92,0.03332
4.96,0.0276
5,0.016751
5.04,0.005589
5.08,-0.006894
5.12,-0.017465
5.16,-0.025289
5.2,-0.02887
5.24,-0.027132
5.28,-0.021429
5.32,-0.011623
5.36,-0.000409
5.4,0.011048
5.44,0.023288
5.48,0.03099
5.52,0.033755
5.56,0.032416
5.6,0.026783
5.64,0.015969
5.68,0.004702
5.72,-0.007103
5.76,-0.017639
5.8,-0.024993
5.84,-0.028296
5.88,-0.026506
5.92,-0.020507
5.96,-0.010823
6,2.6E-05
6.04,0.011518
6.08,0.023201
6.12,0.030138
6.16,0.032938
6.2,0.031321
6.24,0.025653
6.28,0.016942
6.32,0.004424
6.36,-0.007068
6.4,-0.016961
6.44,-0.024089
6.48,-0.026697
6.52,-0.024906
6.56,-0.018908
6.6,-0.010093
6.64,0.000391
6.68,0.01084
6.72,0.022419
6.76,0.028643
6.8,0.031477
6.84,0.029843
6.88,0.024662
6.92,0.014473
6.96,0.004581
7,-0.006564
7.04,-0.015431
7.08,-0.022489
7.12,-0.025045
7.16,-0.023759
7.2,-0.017986
7.24,-0.009763
7.28,0.000582
7.32,0.010127
7.36,0.02108
7.4,0.027061
7.44,0.029982
7.48,0.028852
7.52,0.024018
7.56,0.014126
7.6,0.00505
7.64,-0.005573
7.68,-0.014457
7.72,-0.021272
7.76,-0.023828
7.8,-0.022994
7.84,-0.017552
7.88,-0.009763
7.92,-7.9E-05
7.96,0.009188
8,0.019741
8.04,0.025722
8.08,0.028695
8.12,0.027809
8.16,0.023253
8.2,0.013969
8.24,0.005433
8.28,-0.004269
8.32,-0.012892
8.36,-0.019482
8.4,-0.022437
8.44,-0.021916
8.48,-0.016978
8.52,-0.009902
8.56,-0.001
8.6,0.007815
8.64,0.015899
8.68,0.023827
8.72,0.027078
8.76,0.026626
8.8,0.022784
8.84,0.014387
8.88,0.006441
8.92,-0.002878
8.96,-0.011328
9,-0.017395
9.04,-0.020873
9.08,-0.020751
9.12,-0.016682
9.16,-0.010302
9.2,-0.002009
9.24,0.006302
9.28,0.0143
9.32,0.022228
9.36,0.025687
9.4,0.025792
9.44,0.022506
9.48,0.014456
9.52,0.007171
9.56,-0.001609
9.6,-0.009798
9.64,-0.016039
9.68,-0.019725
9.72,-0.020438
9.76,-0.016822
9.8,-0.01131
9.84,-0.003052
9.88,0.00472
9.92,0.012544
9.96,0.020732
10,0.024644
10.04,0.025149
10.08,0.022645
10.12,0.01722
10.16,0.008545
10.2,0.000478
10.24,-0.00792
10.28,-0.014335
10.32,-0.018543
10.36,-0.019603
10.4,-0.01703
10.44,-0.011849
10.48,-0.004599
10.52,0.003068
10.56,0.010753
10.6,0.017081
10.64,0.023166
10.68,0.02454
10.72,0.020646
10.76,0.017968
10.8,0.009484
10.84,0.001851
10.88,-0.006094
10.92,-0.012753
10.96,-0.017569
11,-0.019169
11.04,-0.017395
11.08,-0.012736
11.12,-0.005886
11.16,0.001608
11.2,0.009153
11.24,0.015743
11.28,0.022262
11.32,0.024192
11.36,0.022801
11.4,0.018855
11.44,0.011014
11.48,0.003798
11.52,-0.004547
11.56,-0.01138
11.6,-0.016839
11.64,-0.019151
11.68,-0.017986
11.72,-0.013727
11.76,-0.00752
11.8,7.8E-05
11.84,0.007658
11.88,0.014421
11.92,0.019463
11.96,0.024262
12,0.023514
12.04,0.020107
12.08,0.012544
12.12,0.005537
12.16,-0.002861
12.2,-0.009989
12.24,-0.016004
12.28,-0.019099
12.32,-0.018804
12.36,-0.015048
12.4,-0.009189
12.44,-0.001783
12.48,0.005676
12.52,0.012909
12.56,0.018698
12.6,0.021949
12.64,0.02221
12.68,0.021063
12.72,0.013795
12.76,0.00698
12.8,-0.001452
12.84,-0.008841
12.88,-0.0155
12.92,-0.018699
12.96,-0.019308
13,-0.016091
13.04,-0.010684
13.08,-0.003156
13.12,0.004494
13.16,0.012057
13.2,0.018142
13.24,0.023879
13.28,0.024557
13.32,0.022054
13.36,0.015238
13.4,0.008371
13.44,8.00000000001E-06
13.48,-0.008059
13.52,-0.0147
13.56,-0.018943
13.6,-0.019951
13.64,-0.017343
13.68,-0.012023
13.72,-0.004599
13.76,0.003329
13.8,0.01343
13.84,0.019776
13.88,0.022193
13.92,0.023271
13.96,0.021254
14,0.016455
14.04,0.011952
14.08,0.003624
14.12,-0.006911
14.16,-0.014579
14.2,-0.019221
14.24,-0.02089
14.28,-0.017986
14.32,-0.012944
14.36,-0.005277
14.4,0.002268
14.44,0.009988
14.48,0.016942
14.52,0.022036
14.56,0.025827
14.6,0.024331
14.64,0.017551
14.68,0.010666
14.72,0.002321
14.76,-0.00639
14.8,-0.013831
14.84,-0.018769
14.88,-0.021186
14.92,-0.019377
14.96,-0.014353
15,-0.006825
15.04,0.00133
15.08,0.009466
15.12,0.016647
15.16,0.021828
15.2,0.023966
15.24,0.022471
15.28,0.01802
15.32,0.011205
15.36,0.00286
15.4,-0.006129
15.44,-0.013657
15.48,-0.019273
15.52,-0.021168
15.56,-0.019534
15.6,-0.01477
15.64,-0.007398
15.68,0.000999
15.72,0.009292
15.76,0.016838
15.8,0.02221
15.84,0.026435
15.88,0.025062
15.92,0.018681
15.96,0.011813
16,0.003572
16.04,-0.005312
16.08,-0.012858
16.12,-0.018995
16.16,-0.021481
16.2,-0.020247
16.24,-0.015639
16.28,-0.008494
16.32,0.000165
16.36,0.008336
16.4,0.016056
16.44,0.021324
16.48,0.024244
16.52,0.022819
16.56,0.018872
16.6,0.012439
16.64,0.00465
16.68,-0.004651
16.72,-0.012458
16.76,-0.018595
16.8,-0.021307
16.84,-0.02016
16.88,-0.015865
16.92,-0.008998
16.96,-0.000757
17,0.007571
17.04,0.015325
17.08,0.02261
17.12,0.025531
17.16,0.024853
17.2,0.01922
17.24,0.01303
17.28,0.005294
17.32,-0.00366
17.36,-0.011467
17.4,-0.017813
17.44,-0.020733
17.48,-0.020299
17.52,-0.016196
17.56,-0.009728
17.6,-0.001504
17.64,0.006563
17.68,0.014108
17.72,0.019811
17.76,0.025131
17.8,0.024957
17.84,0.020141
17.88,0.015482
17.92,0.006285
17.96,-0.002322
18,-0.01018
18.04,-0.016943
18.08,-0.020073
18.12,-0.020212
18.16,-0.016422
18.2,-0.010597
18.24,-0.002617
18.28,0.00538
18.32,0.013083
18.36,0.019116
18.4,0.024366
18.44,0.022836
18.48,0.020002
18.52,0.014369
18.56,0.007345
18.6,-0.001157
18.64,-0.009015
18.68,-0.015535
18.72,-0.01936
18.76,-0.020055
18.8,-0.016735
18.84,-0.011415
18.88,-0.003486
18.92,0.004111
18.96,0.013848
19,0.018107
19.04,0.024036
19.08,0.024627
19.12,0.022036
19.16,0.015378
19.2,0.008214
19.24,0.000182
19.28,-0.00785
19.32,-0.014787
19.36,-0.018491
19.4,-0.019951
19.44,-0.017239
19.48,-0.011901
19.52,-0.004617
19.56,0.003016
19.6,0.010735
19.64,0.017081
19.68,0.021376
19.72,0.024557
19.76,0.020593
19.8,0.016021
19.84,0.009466
19.88,0.00159
19.92,-0.006616
19.96,-0.01364
20,-0.018386
20.04,-0.019569
20.08,-0.017604
20.12,-0.012875
20.16,-0.005955
20.2,0.001642
20.24,0.009379
20.28,0.016229
20.32,0.022662
20.36,0.024505
20.4,0.021028
20.44,0.018611
20.48,0.01077
20.52,0.003051
20.56,-0.005347
20.6,-0.012249
20.64,-0.017395
20.68,-0.019725
20.72,-0.018178
20.76,-0.014075
20.8,-0.007259
20.84,0.000269
20.88,0.008006
20.92,0.01503
20.96,0.021949
21,0.024244
21.04,0.023306
21.08,0.019828
21.12,0.011883
21.16,0.004303
21.2,-0.003834
21.24,-0.011171
21.28,-0.016978
21.32,-0.019638
21.36,-0.018751
21.4,-0.014892
21.44,-0.008546
21.48,-0.000739
21.52,0.007136
21.56,0.014439
21.6,0.019794
21.64,0.022575
21.68,0.022071
21.72,0.018907
21.76,0.012961
21.8,0.005572
21.84,-0.003173
21.88,-0.010997
21.92,-0.017135
21.96,-0.02009
22,-0.019812
22.04,-0.015761
22.08,-0.009659
22.12,-0.00173
22.16,0.006163
22.2,0.01576
22.24,0.021515
22.28,0.024818
22.32,0.024505
22.36,0.021515
22.4,0.013622
22.44,0.00665
22.48,-0.002061
22.52,-0.009693
22.56,-0.016439
22.6,-0.019621
22.64,-0.019986
22.68,-0.016283
22.72,-0.010267
22.76,-0.0026
22.8,0.005137
22.84,0.012961
22.88,0.02068
22.92,0.024366
22.96,0.024801
23,0.022036
23.04,0.014387
23.08,0.007467
23.12,-0.001105
23.16,-0.008946
23.2,-0.015709
23.24,-0.019586
23.28,-0.020125
23.32,-0.016682
23.36,-0.011362
23.4,-0.003504
23.44,0.004268
23.48,0.012022
23.52,0.018351
23.56,0.022645
23.6,0.023219
23.64,0.020454
23.68,0.015047
23.72,0.008284
23.76,-0.0002
23.8,-0.008198
23.84,-0.01517
23.88,-0.019238
23.92,-0.020368
23.96,-0.017395
24,-0.012162
24.04,-0.004477
24.08,0.003398
24.12,0.011344
24.16,0.01769
24.2,0.024018
24.24,0.025131
24.28,0.020993
24.32,0.015864
24.36,0.009032
24.4,0.000738
24.44,-0.007364
24.48,-0.014474
24.52,-0.018908
24.56,-0.02049
24.6,-0.017986
24.64,-0.013084
24.68,-0.005608
24.72,0.002303
24.76,0.010301
24.8,0.016821
24.84,0.021428
24.88,0.022888
24.92,0.021324
24.96,0.016421
25,0.010249
25.04,0.002008
25.08,-0.006216
25.12,-0.013397
25.16,-0.018178
25.2,-0.019934
25.24,-0.018004
25.28,-0.013623
25.32,-0.00639
25.36,0.001208
25.4,0.009205
25.44,0.015916
25.48,0.022854
25.52,0.024766
25.56,0.021411
25.6,0.019272
25.64,0.010909
25.68,0.003277
25.72,-0.005225
25.76,-0.012179
25.8,-0.017865
25.84,-0.020073
25.88,-0.018786
25.92,-0.014561
25.96,-0.007642
26,0.000165
26.04,0.008023
26.08,0.015273
26.12,0.022384
26.16,0.024992
26.2,0.024001
26.24,0.020333
26.28,0.012457
26.32,0.004685
26.36,-0.00373
26.4,-0.011328
26.44,-0.017274
26.48,-0.019847
26.52,-0.019377
26.56,-0.015309
26.6,-0.009067
26.64,-0.001035
26.68,0.006893
26.72,0.014282
26.76,0.019689
26.8,0.024662
26.84,0.024575
26.88,0.020941
26.92,0.013187
26.96,0.005937
27,-0.002913
27.04,-0.010476
27.08,-0.016943
27.12,-0.019951
27.16,-0.019968
27.2,-0.016091
27.24,-0.010024
27.28,-0.00173
27.32,0.006215
27.36,0.013622
27.4,0.019307
27.44,0.024696
27.48,0.024766
27.52,0.021776
27.56,0.013882
27.6,0.006719
27.64,-0.002043
27.68,-0.009902
27.72,-0.016543
27.76,-0.019951
27.8,-0.020438
27.84,-0.016769
27.88,-0.010719
27.92,-0.00293
27.96,0.005154
28,0.0131
28.04,0.019046
28.08,0.024592
28.12,0.023149
28.16,0.022419
28.2,0.014891
28.24,0.007554
28.28,-0.001087
28.32,-0.009015
28.36,-0.01597
28.4,-0.019377
28.44,-0.020577
28.48,-0.016961
28.52,-0.011449
28.56,-0.003695
28.6,0.004059
28.64,0.012161
28.68,0.018229
28.72,0.024418
28.76,0.023288
28.8,0.022714
28.84,0.015291
28.88,0.008406
28.92,-0.000235
28.96,-0.00832
29,-0.015013
29.04,-0.019117
29.08,-0.020334
29.12,-0.017604
29.16,-0.012301
29.2,-0.004477
29.24,0.003364
29.28,0.011396
29.32,0.017794
29.36,0.02414
29.4,0.023219
29.44,0.02115
29.48,0.015899
29.52,0.008979
29.56,0.000825
29.6,-0.007607
29.64,-0.014405
29.68,-0.019064
29.72,-0.020386
29.76,-0.018021
29.8,-0.012979
29.84,-0.005347
29.88,0.002633
29.92,0.010492
29.96,0.017307
30,0.023688
