Time (s),Position (m)
6.24,0.022104
6.28,0.012278
6.32,0.000335
6.36,-0.011383
6.4,-0.021261
6.44,-0.026989
6.48,-0.027927
6.52,-0.023656
6.56,-0.015219
6.6,-0.003762
6.64,0.008754
6.68,0.019465
6.72,0.026548
6.76,0.029308
6.8,0.026773
6.84,0.020055
6.88,0.009952
6.92,-0.001818
6.96,-0.012963
7,-0.021972
7.04,-0.026486
7.08,-0.026364
7.12,-0.021452
7.16,-0.012772
7.2,-0.001453
7.24,0.010698
7.28,0.020385
7.32,0.026235
7.36,0.028006
7.4,0.024812
7.44,0.01759
7.48,0.007487
7.52,-0.003814
7.56,-0.014438
7.6,-0.022337
7.64,-0.025722
7.68,-0.024854
7.72,-0.018882
7.76,-0.009925
7.8,0.001359
7.84,0.012243
7.88,0.020906
7.92,0.02627
7.96,0.026686
8,0.022763
8.04,0.014813
8.08,0.004866
8.12,-0.005984
8.16,-0.015653
8.2,-0.02258
8.24,-0.024941
8.28,-0.022927
8.32,-0.016174
8.36,-0.006922
8.4,0.004084
8.44,0.014101
8.48,0.021982
8.52,0.025714
8.56,0.024742
8.6,0.020211
8.64,0.012104
8.68,0.002053
8.72,-0.008432
8.76,-0.017355
8.8,-0.022771
8.84,-0.023882
8.88,-0.020445
8.92,-0.013171
8.96,-0.003554
9,0.007001
9.04,0.016375
9.08,0.022624
9.12,0.025176
9.16,0.023284
9.2,0.017521
9.24,0.008893
9.28,-0.001193
9.32,-0.010828
9.36,-0.0189
9.4,-0.022632
9.44,-0.022632
9.48,-0.018084
9.52,-0.01015
9.56,-0.000238
9.6,0.009535
9.64,0.018076
9.68,0.023215
9.72,0.024239
9.76,0.021322
9.8,0.014899
9.84,0.005959
9.88,-0.003866
9.92,-0.01298
9.96,-0.019681
10,-0.022267
10.04,-0.021052
10.08,-0.01548
10.12,-0.007269
10.16,0.002748
10.2,0.012157
10.24,0.019239
10.28,0.023058
10.32,0.022763
10.36,0.019083
10.4,0.011844
10.44,0.002713
10.48,-0.006939
10.52,-0.015428
10.56,-0.020601
10.6,-0.021955
10.64,-0.018934
10.68,-0.012529
10.72,-0.003727
10.76,0.006011
10.8,0.014899
10.84,0.020541
10.88,0.023405
10.92,0.021774
10.96,0.016601
11,0.008494
11.04,-0.000637
11.08,-0.00996
11.12,-0.017563
11.16,-0.020983
11.2,-0.020879
11.24,-0.016678
11.28,-0.009647
11.32,-0.000464
11.36,0.009171
11.4,0.016844
11.44,0.021652
11.48,0.022694
11.52,0.019812
11.56,0.01358
11.6,0.00549
11.64,-0.003901
11.68,-0.012511
11.72,-0.018761
11.76,-0.021035
11.8,-0.019611
11.84,-0.014247
11.88,-0.006453
11.92,0.003182
11.96,0.012243
12,0.018979
12.04,0.022503
12.08,0.022086
12.12,0.017989
12.16,0.010785
12.2,0.001862
12.24,-0.007408
12.28,-0.014872
12.32,-0.019837
12.36,-0.020809
12.4,-0.018153
12.44,-0.011782
12.48,-0.003155
12.52,0.006601
12.56,0.015194
12.6,0.020923
12.64,0.023006
12.68,0.021131
12.72,0.015854
12.76,0.007851
12.8,-0.00128
12.84,-0.010289
12.88,-0.017563
12.92,-0.020809
12.96,-0.020549
13,-0.01614
13.04,-0.009074
13.08,4E-05
13.12,0.00957
13.16,0.017434
13.2,0.022121
13.24,0.022989
13.28,0.019847
13.32,0.013511
13.36,0.004779
13.4,-0.004457
13.44,-0.012928
13.48,-0.019282
13.52,-0.021521
13.56,-0.019733
13.6,-0.014161
13.64,-0.006574
13.68,0.003373
13.72,0.012695
13.76,0.019569
13.8,0.02311
13.84,0.022694
13.88,0.018423
13.92,0.011098
13.96,0.00181
14,-0.007373
14.04,-0.015376
14.08,-0.020705
14.12,-0.021816
14.16,-0.019073
14.2,-0.012477
14.24,-0.003606
14.28,0.006393
14.32,0.015125
14.36,0.021409
14.4,0.023805
14.44,0.022104
14.48,0.016861
14.52,0.008685
14.56,-0.000776
14.6,-0.010203
14.64,-0.017719
14.68,-0.021712
14.72,-0.021486
14.76,-0.01732
14.8,-0.010012
14.84,-0.00069
14.88,0.009101
14.92,0.017469
14.96,0.022867
15,0.023701
15.04,0.02094
15.08,0.014535
15.12,0.005733
15.16,-0.003832
15.2,-0.012841
15.24,-0.019577
15.28,-0.022285
15.32,-0.021018
15.36,-0.01548
15.4,-0.007425
15.44,0.002383
15.48,0.012087
15.52,0.019482
15.56,0.023492
15.6,0.023562
15.64,0.019864
15.68,0.012174
15.72,0.003164
15.76,-0.006626
15.8,-0.015185
15.84,-0.020948
15.88,-0.022476
15.92,-0.020063
15.96,-0.013692
16,-0.004943
16.04,0.005525
16.08,0.01476
16.12,0.021374
16.16,0.024169
16.2,0.023076
16.24,0.018007
16.28,0.010004
16.32,0.000595
16.36,-0.00956
16.4,-0.017355
16.44,-0.022024
16.48,-0.022372
16.52,-0.018518
16.56,-0.011227
16.6,-0.002026
16.64,0.008233
16.68,0.017208
16.72,0.022833
16.76,0.024569
16.8,0.022069
16.84,0.015837
16.88,0.006966
16.92,-0.002773
16.96,-0.0118
17,-0.01949
17.04,-0.023049
17.08,-0.022389
17.12,-0.016869
17.16,-0.008883
17.2,0.001029
17.24,0.010924
17.28,0.018788
17.32,0.023753
17.36,0.024447
17.4,0.020923
17.44,0.013858
17.48,0.004484
17.52,-0.005585
17.56,-0.014421
17.6,-0.020844
17.64,-0.023066
17.68,-0.021399
17.72,-0.014976
17.76,-0.006349
17.8,0.003998
17.84,0.013667
17.88,0.020819
17.92,0.024378
17.96,0.023805
18,0.019187
18.04,0.011723
18.08,0.001932
18.12,-0.008189
18.16,-0.016799
18.2,-0.022233
18.24,-0.023066
18.28,-0.02008
18.32,-0.013136
18.36,-0.004057
18.4,0.006428
18.44,0.016132
18.48,0.022468
18.52,0.024933
18.56,0.022971
18.6,0.017364
18.64,0.008823
18.68,-0.000898
18.72,-0.010428
18.76,-0.018292
18.8,-0.022285
18.84,-0.022667
18.88,-0.018535
18.92,-0.010637
18.96,-0.001106
19,0.009049
19.04,0.017503
19.08,0.023215
19.12,0.02469
19.16,0.021756
19.2,0.015264
19.24,0.006185
19.28,-0.003641
19.32,-0.012876
19.36,-0.01975
19.4,-0.022528
19.44,-0.021521
19.48,-0.016192
19.52,-0.00805
19.56,0.001949
19.6,0.011723
19.64,0.019465
19.68,0.023978
19.72,0.024135
19.76,0.020159
19.8,0.012955
19.84,0.003564
19.88,-0.006366
19.92,-0.015081
19.96,-0.020948
20,-0.022684
20.04,-0.02041
20.08,-0.014056
20.12,-0.005255
20.16,0.00497
20.2,0.014361
20.24,0.021097
20.28,0.024239
20.32,0.023058
20.36,0.018441
20.4,0.010455
20.44,0.000942
20.48,-0.00897
20.52,-0.017077
20.56,-0.021833
20.6,-0.02232
20.64,-0.018882
20.68,-0.011748
20.72,-0.002512
20.76,0.007574
20.8,0.016358
20.84,0.022399
20.88,0.02443
20.92,0.022173
20.96,0.016201
21,0.007522
21.04,-0.0022
21.08,-0.011626
21.12,-0.018813
21.16,-0.022181
21.2,-0.021729
21.24,-0.017007
21.28,-0.009213
21.32,0.00063
21.36,0.010421
21.4,0.018423
21.44,0.023405
21.48,0.0241
21.52,0.02068
21.56,0.013892
21.6,0.004866
21.64,-0.004943
21.68,-0.013883
21.72,-0.020341
21.76,-0.022701
21.8,-0.020757
21.84,-0.014924
21.88,-0.006592
21.92,0.00339
21.96,0.01299
22,0.020177
22.04,0.023753
22.08,0.023527
22.12,0.018961
22.16,0.011011
22.2,0.001984
22.24,-0.007668
22.28,-0.015914
22.32,-0.021295
22.36,-0.022458
22.4,-0.019473
22.44,-0.012633
22.48,-0.003467
22.52,0.006654
22.56,0.01549
22.6,0.021565
22.64,0.023996
22.68,0.022208
22.72,0.017017
22.76,0.008615
22.8,-0.001019
22.84,-0.010654
22.88,-0.01824
22.92,-0.022111
22.96,-0.022094
23,-0.017893
23.04,-0.010324
23.08,-0.000811
23.12,0.009257
23.16,0.017607
23.2,0.022676
23.24,0.024187
23.28,0.021166
23.32,0.014743
23.36,0.005959
23.4,-0.003727
23.44,-0.012859
23.48,-0.019698
23.52,-0.022337
23.56,-0.021226
23.6,-0.015619
23.64,-0.007633
23.68,0.002244
23.72,0.011653
23.76,0.01917
23.8,0.023614
23.84,0.023267
23.88,0.019569
23.92,0.01233
23.96,0.00273
24,-0.006626
24.04,-0.014976
24.08,-0.020722
24.12,-0.022389
24.16,-0.019872
24.2,-0.013779
24.24,-0.004752
24.28,0.005421
24.32,0.014726
24.36,0.020923
24.4,0.023718
24.44,0.022468
24.48,0.017903
24.52,0.009934
24.56,0.000265
24.6,-0.009491
24.64,-0.017268
24.68,-0.02166
24.72,-0.022007
24.76,-0.018466
24.8,-0.011314
24.84,-0.002009
24.88,0.008146
24.92,0.016739
24.96,0.022138
25,0.023787
25.04,0.021183
25.08,0.015507
25.12,0.006914
25.16,-0.002616
25.2,-0.0118
25.24,-0.019004
25.28,-0.022163
25.32,-0.021347
25.36,-0.016452
25.4,-0.008571
25.44,0.001255
25.48,0.010855
25.52,0.018545
25.56,0.022989
25.6,0.023683
25.64,0.020177
25.68,0.013198
25.72,0.003928
25.76,-0.005533
25.8,-0.014178
25.84,-0.020288
25.88,-0.02232
25.92,-0.020341
25.96,-0.014161
26,-0.005845
26.04,0.004241
26.08,0.013476
26.12,0.020246
26.16,0.02351
26.2,0.022763
26.24,0.018128
26.28,0.010768
26.32,0.001394
26.36,-0.00831
26.4,-0.0164
26.44,-0.021226
26.48,-0.022059
26.52,-0.018969
26.56,-0.01206
26.6,-0.002981
26.64,0.007105
26.68,0.015889
26.72,0.021843
26.76,0.024065
26.8,0.0216
26.84,0.016358
26.88,0.008094
26.92,-0.00154
26.96,-0.011001
27,-0.018605
27.04,-0.02232
27.08,-0.02192
27.12,-0.01706
27.16,-0.009578
27.2,-9.9E-05
27.24,0.009674
27.28,0.017746
27.32,0.023041
27.36,0.023839
27.4,0.020819
27.44,0.014049
27.48,0.005039
27.52,-0.004665
27.56,-0.013466
27.6,-0.01982
27.64,-0.022528
27.68,-0.021278
27.72,-0.015306
27.76,-0.006991
27.8,0.003216
27.84,0.0124
27.88,0.019934
27.92,0.023423
27.96,0.023579
28,0.01943
28.04,0.011861
28.08,0.002453
28.12,-0.007477
28.16,-0.015688
28.2,-0.021156
28.24,-0.022545
28.28,-0.01982
28.32,-0.013258
28.36,-0.004075
28.4,0.005786
28.44,0.015142
28.48,0.021461
28.52,0.024013
28.56,0.022399
28.6,0.017104
28.64,0.008997
28.68,-0.000516
28.72,-0.00996
28.76,-0.017771
28.8,-0.021955
28.84,-0.022146
28.88,-0.018119
28.92,-0.010775
28.96,-0.00088
29,0.009014
29.04,0.017295
29.08,0.02252
29.12,0.023944
29.16,0.021097
29.2,0.014917
29.24,0.006237
29.28,-0.003571
29.32,-0.012754
29.36,-0.019663
29.4,-0.022615
29.44,-0.02133
29.48,-0.015792
29.52,-0.008171
29.56,0.001758
29.6,0.011497
29.64,0.019152
29.68,0.023319
29.72,0.02344
29.76,0.019482
29.8,0.0124
29.84,0.003321
29.88,-0.00621
29.92,-0.014733
29.96,-0.020427
30,-0.02225
