Time (s),Position (m)
23.12,0.047359
23.16,0.037693
23.2,0.022393
23.24,0.003355
23.28,-0.01763
23.32,-0.034234
23.36,-0.044752
23.4,-0.048369
23.44,-0.043709
23.48,-0.032374
23.52,-0.013683
23.56,0.005511
23.6,0.023801
23.64,0.03851
23.68,0.047481
23.72,0.048802
23.76,0.041935
23.8,0.028443
23.84,0.01017
23.88,-0.009493
23.92,-0.029314
23.96,-0.041988
24,-0.048056
24.04,-0.046143
24.08,-0.037224
24.12,-0.021542
24.16,-0.00127
24.2,0.018168
24.24,0.034128
24.28,0.045395
24.32,0.049341
24.36,0.045099
24.4,0.033329
24.44,0.016586
24.48,-0.002748
24.52,-0.023385
24.56,-0.038285
24.6,-0.046752
24.64,-0.047395
24.68,-0.040615
24.72,-0.02688
24.76,-0.007598
24.8,0.011613
24.84,0.029034
24.88,0.042282
24.92,0.04875
24.96,0.047429
25,0.037745
25.04,0.022428
25.08,0.003285
25.12,-0.01763
25.16,-0.034199
25.2,-0.044353
25.24,-0.048125
25.28,-0.04364
25.32,-0.032148
25.36,-0.0157
25.4,0.00518
25.44,0.023853
25.48,0.038736
25.52,0.047811
25.56,0.048941
25.6,0.041952
25.64,0.028321
25.68,0.010031
25.72,-0.009441
25.76,-0.029261
25.8,-0.041971
25.84,-0.048038
25.88,-0.04597
25.92,-0.036946
25.96,-0.021368
26,-0.0012
26.04,0.018394
26.08,0.034372
26.12,0.045586
26.16,0.049202
26.2,0.045064
26.24,0.033224
26.28,0.016481
26.32,-0.003234
26.36,-0.023594
26.4,-0.038476
26.44,-0.046769
26.48,-0.047256
26.52,-0.040371
26.56,-0.026827
26.6,-0.007424
26.64,0.011631
26.68,0.028982
26.72,0.041935
26.76,0.048733
26.8,0.047255
26.84,0.037675
26.88,0.022341
26.92,0.003233
26.96,-0.017369
27,-0.033973
27.04,-0.044335
27.08,-0.04776
27.12,-0.043327
27.16,-0.032148
27.2,-0.015353
27.24,0.005337
27.28,0.02427
27.32,0.038666
27.36,0.047585
27.4,0.048715
27.44,0.041639
27.48,0.028182
27.52,0.010014
27.56,-0.00932
27.6,-0.029244
27.64,-0.041901
27.68,-0.047917
27.72,-0.045657
27.76,-0.036633
27.8,-0.021316
27.84,-0.001339
27.88,0.01829
27.92,0.03385
27.96,0.045516
28,0.049185
28.04,0.044803
28.08,0.03279
28.12,0.016029
28.16,-0.003391
28.2,-0.023594
28.24,-0.038215
28.28,-0.046526
28.32,-0.047169
28.36,-0.040145
28.4,-0.026706
28.44,-0.007285
28.48,0.011822
28.52,0.029052
28.56,0.042022
28.6,0.048785
28.64,0.047272
28.68,0.037606
28.72,0.022323
28.76,0.003233
28.8,-0.017752
28.84,-0.034182
28.88,-0.04444
28.92,-0.047691
28.96,-0.04324
29,-0.032148
29.04,-0.015648
29.08,0.005267
29.12,0.023923
29.16,0.038684
29.2,0.047185
29.24,0.048594
29.28,0.041413
29.32,0.028043
29.36,0.010066
29.4,-0.00918
29.44,-0.029192
29.48,-0.041953
29.52,-0.047865
29.56,-0.045604
29.6,-0.036564
29.64,-0.02116
29.68,-0.001357
29.72,0.017698
29.76,0.033972
29.8,0.04489
29.84,0.048663
29.88,0.044856
29.92,0.032998
29.96,0.016203
30,-0.003078
