Time (s),Position (m)
4.92,0.035102
4.96,0.034512
5,0.028453
5.04,0.017968
5.08,0.004358
5.12,-0.009651
5.16,-0.021629
5.2,-0.030135
5.24,-0.033138
5.28,-0.029684
5.32,-0.021334
5.36,-0.008679
5.4,0.004983
5.44,0.01901
5.48,0.030085
5.52,0.035796
5.56,0.035414
5.6,0.029755
5.64,0.01894
5.68,0.004983
5.72,-0.009026
5.76,-0.021699
5.8,-0.030222
5.84,-0.033486
5.88,-0.030482
5.92,-0.022306
5.96,-0.009304
6,0.00441
6.04,0.018871
6.08,0.029668
6.12,0.035484
6.16,0.03538
6.2,0.029547
6.24,0.018836
6.28,0.005382
6.32,-0.009078
6.36,-0.021577
6.4,-0.030326
6.44,-0.033156
6.48,-0.030135
6.52,-0.021803
6.56,-0.009477
6.6,0.004914
6.64,0.018905
6.68,0.029963
6.72,0.035675
6.76,0.035397
6.8,0.029269
6.84,0.018662
6.88,0.004844
6.92,-0.009373
6.96,-0.021542
7,-0.03017
7.04,-0.033347
7.08,-0.030187
7.12,-0.021751
7.16,-0.009512
7.2,0.004914
7.24,0.019166
7.28,0.029807
7.32,0.035397
7.36,0.035345
7.4,0.02913
7.44,0.018784
7.48,0.005295
7.52,-0.008835
7.56,-0.02149
7.6,-0.02991
7.64,-0.033191
7.68,-0.029979
7.72,-0.02149
7.76,-0.009078
7.8,0.004966
7.84,0.018766
7.88,0.029356
7.92,0.034737
7.96,0.034564
8,0.028401
8.04,0.018142
8.08,0.004618
8.12,-0.009287
8.16,-0.021681
8.2,-0.030292
8.24,-0.032635
8.28,-0.029545
8.32,-0.020969
8.36,-0.008453
8.4,0.005643
8.44,0.019218
8.48,0.029686
8.52,0.034928
8.56,0.03465
8.6,0.028036
8.64,0.017725
8.68,0.004167
8.72,-0.009807
8.76,-0.021733
8.8,-0.030066
8.84,-0.032149
8.88,-0.028868
8.92,-0.020101
8.96,-0.008071
9,0.006198
9.04,0.019582
9.08,0.029147
9.12,0.033939
9.16,0.033487
9.2,0.027099
9.24,0.016458
9.28,0.003455
9.32,-0.010172
9.36,-0.021803
9.4,-0.029424
9.44,-0.031437
9.48,-0.027809
9.52,-0.018817
9.56,-0.006856
9.6,0.006875
9.64,0.019756
9.68,0.029338
9.72,0.033835
9.76,0.032741
9.8,0.02611
9.84,0.015243
9.88,0.002084
9.92,-0.011109
9.96,-0.022271
10,-0.029406
10.04,-0.030847
10.08,-0.026889
10.12,-0.017723
10.16,-0.005572
10.2,0.008142
10.24,0.020624
10.28,0.02979
10.32,0.033296
10.36,0.03156
10.4,0.025103
10.44,0.014166
10.48,0.001199
10.52,-0.011925
10.56,-0.022532
10.6,-0.029181
10.64,-0.030083
10.68,-0.025761
10.72,-0.016404
10.76,-0.004374
10.8,0.009063
10.84,0.020989
10.88,0.029338
10.92,0.032689
10.96,0.030727
11,0.023332
11.04,0.012448
11.08,-0.000207
11.12,-0.012828
11.16,-0.022983
11.2,-0.028937
11.24,-0.028972
11.28,-0.024094
11.32,-0.014599
11.36,-0.002638
11.4,0.010555
11.44,0.021909
11.48,0.029425
11.52,0.032359
11.56,0.029217
11.6,0.021995
11.64,0.010903
11.68,-0.00177
11.72,-0.014165
11.76,-0.023625
11.8,-0.028937
11.84,-0.028365
11.88,-0.023105
11.92,-0.013331
11.96,-0.001145
12,0.011788
12.04,0.022846
12.08,0.029859
12.12,0.032029
12.16,0.028227
12.2,0.020693
12.24,0.009444
12.28,-0.003245
12.32,-0.014998
12.36,-0.024146
12.4,-0.02866
12.44,-0.027653
12.48,-0.021751
12.52,-0.011682
12.56,0.000556
12.6,0.01342
12.64,0.023801
12.68,0.03005
12.72,0.0313
12.76,0.027168
12.8,0.018784
12.84,0.007309
12.88,-0.00512
12.92,-0.016682
12.96,-0.025101
13,-0.028677
13.04,-0.027063
13.08,-0.02057
13.12,-0.009807
13.16,0.002605
13.2,0.015069
13.24,0.025033
13.28,0.030311
13.32,0.031109
13.36,0.026457
13.4,0.017603
13.44,0.005903
13.48,-0.006526
13.52,-0.017793
13.56,-0.025726
13.6,-0.028538
13.64,-0.026455
13.68,-0.019372
13.72,-0.008488
13.76,0.003941
13.8,0.016284
13.84,0.025623
13.88,0.030467
13.92,0.030137
13.96,0.024929
14,0.015972
14.04,0.004341
14.08,-0.007811
14.12,-0.018661
14.16,-0.026195
14.2,-0.028365
14.24,-0.02557
14.28,-0.017393
14.32,-0.007064
14.36,0.005938
14.4,0.017777
14.44,0.026804
14.48,0.03104
14.52,0.030189
14.56,0.024217
14.6,0.014513
14.64,0.002449
14.68,-0.009703
14.72,-0.020015
14.76,-0.026854
14.8,-0.02826
14.84,-0.02498
14.88,-0.016595
14.92,-0.005068
14.96,0.007483
15,0.019096
15.04,0.027429
15.08,0.030883
15.12,0.029338
15.16,0.023419
15.2,0.013194
15.24,0.001112
15.28,-0.011057
15.32,-0.021022
15.36,-0.027306
15.4,-0.027965
15.44,-0.024007
15.48,-0.015154
15.52,-0.003853
15.56,0.009306
15.6,0.020468
15.64,0.028193
15.68,0.030901
15.72,0.028835
15.76,0.021752
15.8,0.011198
15.84,-0.001006
15.88,-0.01288
15.92,-0.022497
15.96,-0.027653
16,-0.027601
16.04,-0.022862
16.08,-0.013488
16.12,-0.001787
16.16,0.010972
16.2,0.021926
16.24,0.029113
16.28,0.031317
16.32,0.028158
16.36,0.020745
16.4,0.009826
16.44,-0.002343
16.48,-0.014199
16.52,-0.023035
16.56,-0.028035
16.6,-0.027514
16.64,-0.021994
16.68,-0.012324
16.72,-0.000624
16.76,0.012118
16.8,0.022568
16.84,0.029095
16.88,0.030988
16.92,0.027238
16.96,0.0192
17,0.008108
17.04,-0.003662
17.08,-0.015241
17.12,-0.023816
17.16,-0.027983
17.2,-0.026854
17.24,-0.020761
17.28,-0.010658
17.32,0.001424
17.36,0.01401
17.4,0.02394
17.44,0.029772
17.48,0.030831
17.52,0.026526
17.56,0.017985
17.6,0.006823
17.64,-0.005485
17.68,-0.016768
17.72,-0.02491
17.76,-0.028208
17.8,-0.026472
17.84,-0.019841
17.88,-0.009391
17.92,0.003039
17.96,0.015243
18,0.02486
18.04,0.030206
18.08,0.030745
18.12,0.025762
18.16,0.016805
18.2,0.005365
18.24,-0.006665
18.28,-0.017758
18.32,-0.025414
18.36,-0.02807
18.4,-0.025882
18.44,-0.018695
18.48,-0.00788
18.52,0.004497
18.56,0.016492
18.6,0.025537
18.64,0.030154
18.68,0.030189
18.72,0.024634
18.76,0.015225
18.8,0.003369
18.84,-0.008766
18.88,-0.019025
18.92,-0.026038
18.96,-0.028122
19,-0.025205
19.04,-0.017255
19.08,-0.006353
19.12,0.006354
19.16,0.018124
19.2,0.02696
19.24,0.030866
19.28,0.030154
19.32,0.02394
19.36,0.014097
19.4,0.002483
19.44,-0.009755
19.48,-0.02064
19.52,-0.026958
19.56,-0.028295
19.6,-0.024667
19.64,-0.016144
19.68,-0.005085
19.72,0.007622
19.76,0.01927
19.8,0.02762
19.84,0.031196
19.88,0.029547
19.92,0.023037
19.96,0.012656
20,0.000556
20.04,-0.011561
20.08,-0.02116
20.12,-0.027445
20.16,-0.02807
20.2,-0.023886
20.24,-0.014928
20.28,-0.003402
20.32,0.00934
20.36,0.020607
20.4,0.028418
20.44,0.031231
20.48,0.028904
20.52,0.022169
20.56,0.01151
20.6,-0.000867
20.64,-0.012984
20.68,-0.022671
20.72,-0.028313
20.76,-0.028052
20.8,-0.023261
20.84,-0.013748
20.88,-0.001943
20.92,0.010885
20.96,0.022186
21,0.029443
21.04,0.031751
21.08,0.028731
21.12,0.021162
21.16,0.010174
21.2,-0.002117
21.24,-0.01413
21.28,-0.023348
21.32,-0.028382
21.36,-0.027826
21.4,-0.022445
21.44,-0.012706
21.48,-0.000659
21.52,0.011979
21.56,0.023037
21.6,0.029738
21.64,0.031456
21.68,0.02788
21.72,0.019825
21.76,0.008524
21.8,-0.003749
21.84,-0.015466
21.88,-0.024233
21.92,-0.028608
21.96,-0.027514
22,-0.021421
22.04,-0.011127
22.08,0.001251
22.12,0.013645
22.16,0.023992
22.2,0.030068
22.24,0.03156
22.28,0.027412
22.32,0.018923
22.36,0.007292
22.4,-0.005294
22.44,-0.016821
22.48,-0.025118
22.52,-0.02866
22.56,-0.026889
22.6,-0.020535
22.64,-0.01005
22.68,0.002223
22.72,0.01467
22.76,0.024703
22.8,0.030658
22.84,0.031161
22.88,0.026405
22.92,0.017534
22.96,0.005712
23,-0.006492
23.04,-0.017741
23.08,-0.025396
23.12,-0.028382
23.16,-0.025986
23.2,-0.01899
23.24,-0.008436
23.28,0.003872
23.32,0.016215
23.36,0.025606
23.4,0.030571
23.44,0.030467
23.48,0.024912
23.52,0.01592
23.56,0.004011
23.6,-0.008106
23.64,-0.018938
23.68,-0.025865
23.72,-0.028122
23.76,-0.025466
23.8,-0.017758
23.84,-0.006908
23.88,0.005712
23.92,0.017603
23.96,0.026596
24,0.030901
24.04,0.030328
24.08,0.024512
24.12,0.014774
24.16,0.002865
24.2,-0.009043
24.24,-0.019615
24.28,-0.02649
24.32,-0.028104
24.36,-0.025014
24.4,-0.016786
24.44,-0.005832
24.48,0.006736
24.52,0.01868
24.56,0.027047
24.6,0.03097
24.64,0.029807
24.68,0.023349
24.72,0.013368
24.76,0.001372
24.8,-0.010849
24.84,-0.02057
24.88,-0.027115
24.92,-0.027896
24.96,-0.024233
25,-0.01538
25.04,-0.004113
25.08,0.008646
25.12,0.020138
25.16,0.027984
25.2,0.031022
25.24,0.029217
25.28,0.022325
25.32,0.011875
25.36,-0.000242
25.4,-0.011856
25.44,-0.021716
25.48,-0.027479
25.52,-0.027861
25.56,-0.023417
25.6,-0.014112
25.64,-0.002794
25.68,0.010052
25.72,0.021127
25.76,0.02847
25.8,0.031179
25.84,0.028592
25.88,0.021301
25.92,0.010573
25.96,-0.001527
26,-0.013192
26.04,-0.022324
26.08,-0.027549
26.12,-0.027184
26.16,-0.022393
26.2,-0.012741
26.24,-0.001145
26.28,0.011267
26.32,0.021735
26.36,0.028575
26.4,0.030797
26.44,0.027585
26.48,0.019687
26.52,0.008993
26.56,-0.00302
26.6,-0.014651
26.64,-0.023296
26.68,-0.027861
26.72,-0.026941
26.76,-0.021247
26.8,-0.011318
26.84,0.000556
26.88,0.012968
26.92,0.023488
26.96,0.02972
27,0.031144
27.04,0.027064
27.08,0.018819
27.12,0.007882
27.16,-0.004374
27.2,-0.015796
27.24,-0.024337
27.28,-0.028087
27.32,-0.026611
27.36,-0.020709
27.4,-0.010398
27.44,0.001962
27.48,0.014114
27.52,0.024096
27.56,0.029703
27.6,0.030623
27.64,0.02604
27.68,0.017517
27.72,0.006476
27.76,-0.00578
27.8,-0.016977
27.84,-0.024875
27.88,-0.02807
27.92,-0.026195
27.96,-0.019303
28,-0.008766
28.04,0.003438
28.08,0.015659
28.12,0.025207
28.16,0.030172
28.2,0.030363
28.24,0.025606
28.28,0.016145
28.32,0.004653
28.36,-0.007498
28.4,-0.018452
28.44,-0.025969
28.48,-0.028399
28.52,-0.025743
28.56,-0.018418
28.6,-0.007551
28.64,0.005018
28.68,0.017083
28.72,0.026266
28.76,0.030797
28.8,0.030241
28.84,0.025051
28.88,0.015555
28.92,0.003577
28.96,-0.008644
29,-0.019181
29.04,-0.026455
29.08,-0.028313
29.12,-0.025257
29.16,-0.017237
29.2,-0.006318
29.24,0.00632
29.28,0.017899
29.32,0.026613
29.36,0.030866
29.4,0.030154
29.44,0.023818
29.48,0.013888
29.52,0.001858
29.56,-0.010484
29.6,-0.020553
29.64,-0.027149
29.68,-0.028278
29.72,-0.024632
29.76,-0.016057
29.8,-0.004738
29.84,0.00816
29.88,0.019634
29.92,0.027793
29.96,0.031144
30,0.029686
30.04,0.023193
30.08,0.01283
30.12,0.000487
30.16,-0.011613
30.2,-0.021872
30.24,-0.027809
30.28,-0.028313
30.32,-0.024129
30.36,-0.015033
30.4,-0.003593
30.44,0.009306
30.48,0.020537
30.52,0.028557
30.56,0.031526
30.6,0.0292
30.64,0.022065
30.68,0.011423
30.72,-0.000798
30.76,-0.012828
30.8,-0.022497
30.84,-0.027948
30.88,-0.027826
30.92,-0.023191
30.96,-0.013748
31,-0.001787
31.04,0.011059
31.08,0.021978
31.12,0.02913
31.16,0.031456
31.2,0.028436
31.24,0.020589
31.28,0.009687
31.32,-0.002638
31.36,-0.014633
31.4,-0.023539
31.44,-0.028313
31.48,-0.027636
31.52,-0.022011
31.56,-0.012203
31.6,-0.000277
31.64,0.012517
31.68,0.023263
31.72,0.029877
31.76,0.031769
31.8,0.027967
31.84,0.019912
31.88,0.008629
31.92,-0.003766
31.96,-0.015484
32,-0.023886
32.04,-0.028191
32.08,-0.027167
32.12,-0.021247
32.16,-0.011161
32.2,0.000834
32.24,0.013437
32.28,0.02361
32.32,0.029547
32.36,0.030918
32.4,0.027116
32.44,0.018402
32.48,0.007379
32.52,-0.004912
32.56,-0.016317
32.6,-0.024702
32.64,-0.028313
32.68,-0.02675
32.72,-0.020275
32.76,-0.009859
32.8,0.002639
32.84,0.014774
32.88,0.024825
32.92,0.030224
32.96,0.031161
33,0.026509
33.04,0.017603
33.08,0.005886
33.12,-0.006474
33.16,-0.017723
33.2,-0.025691
33.24,-0.02859
33.28,-0.026611
33.32,-0.01939
33.36,-0.0088
33.4,0.003698
33.44,0.016336
33.48,0.025728
33.52,0.030814
33.56,0.030797
33.6,0.025606
33.64,0.016423
33.68,0.004618
33.72,-0.007724
33.76,-0.018695
33.8,-0.026195
33.84,-0.028556
33.88,-0.025969
33.92,-0.018366
33.96,-0.007308
34,0.005261
34.04,0.01736
34.08,0.026526
34.12,0.030831
34.16,0.030137
34.2,0.024391
34.24,0.014756
34.28,0.002744
34.32,-0.009061
34.36,-0.019667
34.4,-0.026715
34.44,-0.028399
34.48,-0.025205
34.52,-0.016907
34.56,-0.005849
34.6,0.006945
34.64,0.018662
34.68,0.027412
34.72,0.031317
34.76,0.029981
34.8,0.023801
34.84,0.014149
34.88,0.00191
34.92,-0.01038
34.96,-0.020622
35,-0.027236
35.04,-0.028538
35.08,-0.024858
35.12,-0.016091
35.16,-0.004842
35.2,0.008281
35.24,0.019461
35.28,0.028036
35.32,0.031387
35.36,0.029529
35.4,0.022863
35.44,0.012586
35.48,0.0004
35.52,-0.011752
35.56,-0.021681
35.6,-0.027774
35.64,-0.028226
35.68,-0.023573
35.72,-0.014408
35.76,-0.00302
35.8,0.009878
35.84,0.020867
35.88,0.02854
35.92,0.031213
35.96,0.028748
36,0.021527
36.04,0.010833
36.08,-0.000937
36.12,-0.01314
36.16,-0.022445
36.2,-0.027931
36.24,-0.027774
36.28,-0.022879
36.32,-0.013314
36.36,-0.001631
36.4,0.011059
36.44,0.021874
36.48,0.028974
36.52,0.031508
36.56,0.028123
36.6,0.020641
36.64,0.010208
36.68,-0.002152
36.72,-0.014043
36.76,-0.023139
36.8,-0.028087
36.84,-0.027392
36.88,-0.021994
36.92,-0.012359
36.96,-0.000537
37,0.012413
37.04,0.022638
37.08,0.029338
37.12,0.031005
37.16,0.027585
37.2,0.01953
37.24,0.008125
37.28,-0.00387
37.32,-0.015519
37.36,-0.024112
37.4,-0.028295
37.44,-0.027167
37.48,-0.021022
37.52,-0.010866
37.56,0.001598
37.6,0.01368
37.64,0.024165
37.68,0.030068
37.72,0.031179
37.76,0.026925
37.8,0.018419
37.84,0.006771
37.88,-0.005329
37.92,-0.016838
37.96,-0.025084
38,-0.028486
38.04,-0.026837
38.08,-0.019911
38.12,-0.009547
38.16,0.002848
38.2,0.015138
38.24,0.02479
38.28,0.030328
38.32,0.030692
38.36,0.025832
38.4,0.017048
38.44,0.005469
38.48,-0.006804
38.52,-0.017879
38.56,-0.025604
38.6,-0.028
38.64,-0.026038
38.68,-0.018643
38.72,-0.008037
38.76,0.004289
38.8,0.016423
38.84,0.025589
38.88,0.030345
38.92,0.030137
38.96,0.024773
39,0.015486
39.04,0.003733
39.08,-0.008158
39.12,-0.018904
39.16,-0.026056
39.2,-0.028208
39.24,-0.025414
39.28,-0.017567
39.32,-0.006735
39.36,0.005903
39.4,0.01769
39.44,0.026526
39.48,0.03071
39.52,0.030345
39.56,0.02446
39.6,0.014756
39.64,0.002692
39.68,-0.009391
39.72,-0.020101
39.76,-0.026698
39.8,-0.028156
39.84,-0.024893
39.88,-0.016491
39.92,-0.005519
39.96,0.007136
40,0.01901
40.04,0.027064
40.08,0.030849
40.12,0.029529
40.16,0.02295
40.2,0.013142
40.24,0.001094
40.28,-0.01104
40.32,-0.020987
40.36,-0.027219
40.4,-0.027896
40.44,-0.02399
40.48,-0.015119
40.52,-0.003593
40.56,0.009201
40.6,0.020207
40.64,0.028123
40.68,0.031179
40.72,0.029095
40.76,0.02203
40.8,0.01151
40.84,-0.000572
40.88,-0.012567
40.92,-0.022063
40.96,-0.027722
41,-0.027983
41.04,-0.022948
41.08,-0.013626
41.12,-0.002239
41.16,0.010278
41.2,0.021232
41.24,0.028384
41.28,0.031005
41.32,0.028193
41.36,0.020919
41.4,0.010156
41.44,-0.001718
41.48,-0.01347
41.52,-0.022705
41.56,-0.027618
41.6,-0.027288
41.64,-0.022063
41.68,-0.012463
41.72,-0.000867
41.76,0.011875
41.8,0.022308
41.84,0.028835
41.88,0.030936
41.92,0.027533
41.96,0.019756
42,0.00875
42.04,-0.003436
42.08,-0.014946
42.12,-0.023625
42.16,-0.027861
42.2,-0.026906
42.24,-0.021091
42.28,-0.011161
42.32,0.00073
42.36,0.013576
42.4,0.02361
42.44,0.029651
42.48,0.030623
42.52,0.026665
42.56,0.018628
42.6,0.007274
42.64,-0.004565
42.68,-0.016352
42.72,-0.02465
42.76,-0.027948
42.8,-0.026229
42.84,-0.019858
42.88,-0.009877
42.92,0.002171
42.96,0.014392
43,0.024269
43.04,0.029825
43.08,0.030449
43.12,0.025641
43.16,0.017395
43.2,0.006059
43.24,-0.005971
43.28,-0.017046
43.32,-0.024945
43.36,-0.027913
43.4,-0.025917
43.44,-0.018591
43.48,-0.008193
43.52,0.003872
43.56,0.01585
43.6,0.025519
43.64,0.030363
43.68,0.030432
43.72,0.025259
43.76,0.016145
43.8,0.004184
43.84,-0.007967
43.88,-0.018695
43.92,-0.025952
43.96,-0.02807
44,-0.025639
44.04,-0.018192
44.08,-0.006995
44.12,0.005625
44.16,0.017569
44.2,0.026457
44.24,0.030797
44.28,0.030085
44.32,0.024339
44.36,0.014809
44.4,0.002987
44.44,-0.00913
44.48,-0.019477
44.52,-0.026229
44.56,-0.027792
44.6,-0.024806
44.64,-0.016734
44.68,-0.00571
44.72,0.006702
44.76,0.018298
44.8,0.026769
44.84,0.030571
44.88,0.029234
44.92,0.022967
44.96,0.013541
45,0.001702
45.04,-0.01045
45.08,-0.020466
45.12,-0.027028
45.16,-0.028
45.2,-0.024198
45.24,-0.015362
45.28,-0.004322
45.32,0.008715
45.36,0.019669
45.4,0.028071
45.44,0.031213
45.48,0.029356
45.52,0.022655
45.56,0.012343
45.6,-3.4E-05
45.64,-0.01189
45.68,-0.02189
45.72,-0.027757
45.76,-0.028052
45.8,-0.023417
45.84,-0.014286
45.88,-0.003002
45.92,0.009809
45.96,0.020954
46,0.028436
46.04,0.031057
46.08,0.028575
46.12,0.021388
46.16,0.010868
46.2,-0.001075
46.24,-0.013262
46.28,-0.022653
46.32,-0.028017
46.36,-0.027497
46.4,-0.022462
46.44,-0.012984
46.48,-0.001336
46.52,0.011267
46.56,0.022082
46.6,0.029009
46.64,0.031422
46.68,0.02795
46.72,0.020416
46.76,0.009323
46.8,-0.00262
46.84,-0.014408
46.88,-0.023764
46.92,-0.028104
46.96,-0.027462
47,-0.022063
47.04,-0.011752
47.08,-0.00019
47.12,0.012864
47.16,0.023419
47.2,0.029772
47.24,0.0313
47.28,0.027568
47.32,0.019565
47.36,0.008316
47.4,-0.004096
47.44,-0.015692
47.48,-0.024355
47.52,-0.028451
47.56,-0.027184
47.6,-0.020709
47.64,-0.010641
47.68,0.001355
47.72,0.013819
47.76,0.023974
47.8,0.029929
47.84,0.030745
47.88,0.026318
47.92,0.017899
47.96,0.006545
48,-0.005658
48.04,-0.016647
48.08,-0.025066
48.12,-0.028243
48.16,-0.026386
48.2,-0.01972
48.24,-0.009252
48.28,0.002969
48.32,0.015225
48.36,0.024929
48.4,0.030189
48.44,0.030883
48.48,0.02604
48.52,0.017204
48.56,0.005174
48.6,-0.006769
48.64,-0.017862
48.68,-0.025622
48.72,-0.028399
48.76,-0.026125
48.8,-0.018956
48.84,-0.008332
48.88,0.004497
48.92,0.016544
48.96,0.025832
49,0.030606
49.04,0.030449
49.08,0.024894
49.12,0.015763
49.16,0.004046
49.2,-0.008158
49.24,-0.018904
49.28,-0.02616
49.32,-0.028243
49.36,-0.025361
49.4,-0.01755
49.44,-0.006387
49.48,0.005729
49.52,0.017864
49.56,0.026544
49.6,0.030623
49.64,0.029703
49.68,0.023783
49.72,0.014027
49.76,0.002153
49.8,-0.009946
49.84,-0.019772
49.88,-0.026403
49.92,-0.027913
49.96,-0.024702
50,-0.016022
50.04,-0.005068
50.08,0.007518
50.12,0.018888
50.16,0.027151
50.2,0.03064
50.24,0.029147
50.28,0.022794
50.32,0.013194
50.36,0.00132
50.4,-0.01071
50.44,-0.020744
50.48,-0.026802
50.52,-0.027497
50.56,-0.023816
50.6,-0.01505
50.64,-0.003922
50.68,0.008594
50.72,0.020034
50.76,0.027759
50.8,0.030762
50.84,0.028557
50.88,0.021804
50.92,0.011319
50.96,-0.000624
51,-0.012498
51.04,-0.021837
51.08,-0.02741
51.12,-0.027115
51.16,-0.022862
51.2,-0.013262
51.24,-0.00177
51.28,0.010764
51.32,0.02144
51.36,0.02854
51.4,0.030727
51.44,0.028141
51.48,0.02052
51.52,0.009826
51.56,-0.002395
51.6,-0.013592
51.64,-0.022653
51.68,-0.027427
51.72,-0.027184
51.76,-0.021872
51.8,-0.012307
51.84,-0.000572
51.88,0.011753
51.92,0.022586
51.96,0.029078
52,0.030345
52.04,0.027273
52.08,0.0196
52.12,0.008681
52.16,-0.003332
52.2,-0.014876
52.24,-0.023469
52.28,-0.027722
52.32,-0.026559
52.36,-0.020726
52.4,-0.010849
52.44,0.001233
52.48,0.01342
52.52,0.023575
52.56,0.029512
52.6,0.030571
52.64,0.026353
52.68,0.018003
52.72,0.006823
52.76,-0.00519
52.8,-0.016369
52.84,-0.024563
52.88,-0.02807
52.92,-0.026438
52.96,-0.019841
53,-0.009269
53.04,0.00283
53.08,0.014965
53.12,0.024651
53.16,0.029981
53.2,0.030484
53.24,0.025814
53.28,0.017013
53.32,0.005556
53.36,-0.006648
53.4,-0.017689
53.44,-0.025327
53.48,-0.027844
53.52,-0.025969
53.56,-0.01873
53.6,-0.008262
53.64,0.003994
53.68,0.016006
53.72,0.025294
53.76,0.029981
53.8,0.02972
53.84,0.024478
53.88,0.015503
53.92,0.004306
53.96,-0.007724
54,-0.018452
54.04,-0.02583
54.08,-0.027879
54.12,-0.025101
54.16,-0.017411
54.2,-0.006787
54.24,0.005504
54.28,0.017447
54.32,0.026214
54.36,0.030797
54.4,0.030033
54.44,0.023905
54.48,0.014687
54.52,0.002726
54.56,-0.009512
54.6,-0.019806
54.64,-0.026542
54.68,-0.02807
54.72,-0.024945
54.76,-0.016803
54.8,-0.005745
54.84,0.00691
54.88,0.018506
54.92,0.026995
54.96,0.030901
55,0.029443
55.04,0.023176
55.08,0.01335
55.12,0.001442
55.16,-0.010606
55.2,-0.020831
55.24,-0.027254
55.28,-0.028087
55.32,-0.024094
55.36,-0.01538
55.4,-0.00394
55.44,0.008438
55.48,0.019825
55.52,0.027863
55.56,0.030901
55.6,0.028748
55.64,0.021839
55.68,0.011562
55.72,-0.000416
55.76,-0.01222
55.8,-0.021456
55.84,-0.02734
55.88,-0.027705
55.92,-0.023157
55.96,-0.013939
56,-0.002516
56.04,0.010104
56.08,0.021006
56.12,0.028349
56.16,0.030866
56.2,0.02828
56.24,0.021075
56.28,0.010399
56.32,-0.001353
56.36,-0.013227
56.4,-0.022376
56.44,-0.027531
56.48,-0.02734
56.52,-0.022584
56.56,-0.013071
56.6,-0.001423
56.64,0.011146
56.68,0.022013
56.72,0.028488
56.76,0.030311
56.8,0.027464
56.84,0.019791
56.88,0.009236
56.92,-0.002759
56.96,-0.014373
57,-0.02333
57.04,-0.027948
57.08,-0.02708
57.12,-0.021438
57.16,-0.011231
57.2,0.000487
57.24,0.01283
57.28,0.023106
57.32,0.02946
57.36,0.030866
57.4,0.026891
57.44,0.018714
57.48,0.007431
57.52,-0.004808
57.56,-0.016005
57.6,-0.024268
57.64,-0.027896
57.68,-0.026715
57.72,-0.020535
57.76,-0.010259
57.8,0.001824
57.84,0.014131
57.88,0.023992
57.92,0.029529
57.96,0.030293
58,0.026127
58.04,0.017569
58.08,0.006216
58.12,-0.005485
58.16,-0.016682
58.2,-0.024684
58.24,-0.028104
58.28,-0.025986
58.32,-0.019251
58.36,-0.008905
58.4,0.003178
58.44,0.015173
58.48,0.024721
58.52,0.029859
58.56,0.029911
58.6,0.025172
58.64,0.016215
58.68,0.004723
58.72,-0.007377
58.76,-0.018123
58.8,-0.025743
58.84,-0.028191
58.88,-0.025622
58.92,-0.01814
58.96,-0.007551
59,0.004723
59.04,0.016909
59.08,0.026075
59.12,0.030658
59.16,0.030102
59.2,0.024686
59.24,0.01519
59.28,0.003264
59.32,-0.0088
59.36,-0.019286
59.4,-0.025917
59.44,-0.027809
