Time (s),Position (m)
28.44,0.016266
28.48,0.016666
28.52,0.014321
28.56,0.009665
28.6,0.003221
28.64,-0.003624
28.68,-0.009843
28.72,-0.015367
28.76,-0.016826
28.8,-0.012726
28.84,-0.008071
28.88,-0.001348
28.92,0.005705
28.96,0.011646
29,0.015589
29.04,0.016979
29.08,0.015415
29.12,0.011177
29.16,0.005201
29.2,-0.001643
29.24,-0.008175
29.28,-0.012848
29.32,-0.01627
29.36,-0.015384
29.4,-0.009495
29.44,-0.003589
29.48,0.003394
29.52,0.00977
29.56,0.014303
29.6,0.016735
29.64,0.015815
29.68,0.012323
29.72,0.006799
29.76,0.000198
29.8,-0.006368
29.84,-0.01158
29.88,-0.016079
29.92,-0.015783
29.96,-0.010711
30,-0.005448
