Time (s),Position (m)
5.4,0.044933
5.44,0.0409885
5.48,0.0300125
5.52,0.0135485
5.56,-0.0053165
5.6,-0.023667
5.64,-0.037387
5.68,-0.0440755
5.72,-0.042532
5.76,-0.0327565
5.8,-0.0173215
5.84,0.001372
5.88,0.019551
5.92,0.0348145
5.96,0.0430465
6,0.043561
6.04,0.0361865
6.08,0.0221235
6.12,0.0046305
6.16,-0.0135485
6.2,-0.029498
6.24,-0.039788
6.28,-0.0427035
6.32,-0.037044
6.36,-0.025382
6.4,-0.0087465
6.44,0.009261
6.48,0.0248675
6.52,0.036358
6.56,0.0403025
6.6,0.037387
6.64,0.0272685
6.68,0.012005
6.72,-0.005145
6.76,-0.0217805
6.8,-0.0343
6.84,-0.0403025
6.88,-0.0389305
6.92,-0.029498
6.96,-0.0152635
7,0.0018865
7.04,0.0186935
7.08,0.032242
7.12,0.039445
7.16,0.039788
7.2,0.0327565
7.24,0.019551
7.28,0.0036015
7.32,-0.01372
7.36,-0.0282975
7.4,-0.037387
7.44,-0.039788
7.48,-0.0343
7.52,-0.0228095
7.56,-0.007203
7.6,0.009604
7.64,0.0245245
7.68,0.035329
7.72,0.039102
7.76,0.035672
7.8,0.0258965
7.84,0.011319
7.88,-0.0046305
7.92,-0.0200655
7.96,-0.031556
8,-0.037044
8.04,-0.036015
8.08,-0.02744
8.12,-0.0142345
8.16,0.0012005
8.2,0.0159495
8.24,0.027097
8.28,0.0344715
8.32,0.0351575
8.36,0.0286405
8.4,0.0166355
8.44,0.002058
8.48,-0.0132055
8.52,-0.026068
8.56,-0.0343
8.6,-0.0361865
8.64,-0.0306985
8.68,-0.020237
8.72,-0.005831
8.76,0.0094325
8.8,0.022981
8.84,0.0327565
8.88,0.0361865
8.92,0.032928
8.96,0.0231525
9,0.009947
9.04,-0.0046305
9.08,-0.0186935
9.12,-0.029498
9.16,-0.034986
9.2,-0.0334425
9.24,-0.0258965
9.28,-0.01372
9.32,0.0005145
9.36,0.014406
9.4,0.026068
9.44,0.032928
9.48,0.032928
9.52,0.027097
9.56,0.0162925
9.6,0.002401
9.64,-0.0114905
9.68,-0.0234955
9.72,-0.0313845
9.76,-0.0330995
9.8,-0.028469
9.84,-0.018865
9.88,-0.0060025
9.92,0.0077175
9.96,0.0200655
10,0.0289835
10.04,0.0320705
10.08,0.029498
10.12,0.021266
10.16,0.008575
10.2,-0.004802
10.24,-0.017493
10.28,-0.02744
10.32,-0.0324135
10.36,-0.031213
10.4,-0.0238385
10.44,-0.0125195
10.48,0.0008575
10.52,0.014063
10.56,0.0248675
10.6,0.031213
10.64,0.0313845
10.68,0.025725
10.72,0.015435
10.76,0.002401
10.8,-0.0104615
10.84,-0.0217805
10.88,-0.029498
10.92,-0.031213
10.96,-0.0272685
11,-0.0180075
11.04,-0.006174
11.08,0.0063455
11.12,0.0180075
11.16,0.026411
11.2,0.029841
11.24,0.027097
11.28,0.019551
11.32,0.008232
11.36,-0.004116
11.4,-0.016121
11.44,-0.025039
11.48,-0.029498
11.52,-0.0282975
11.56,-0.021609
11.6,-0.0114905
11.64,0.0008575
11.68,0.012691
11.72,0.0224665
11.76,0.027783
11.8,0.0272685
11.84,0.0224665
11.88,0.0138915
11.92,0.001715
11.96,-0.0101185
12,-0.0204085
12.04,-0.027097
12.08,-0.0289835
12.12,-0.0255535
12.16,-0.0169785
12.2,-0.005831
12.24,0.006174
12.28,0.01715
12.32,0.024696
12.36,0.028126
12.4,0.026068
12.44,0.0190365
12.48,0.0084035
12.52,-0.003773
12.56,-0.0145775
12.6,-0.0231525
12.64,-0.0276115
12.68,-0.027097
12.72,-0.0217805
12.76,-0.0118335
12.8,-0.0001715
12.84,0.0108045
12.88,0.0193795
12.92,0.025382
12.96,0.026411
13,0.021952
13.04,0.0132055
13.08,0.002058
13.12,-0.0090895
13.16,-0.018865
13.2,-0.0252105
13.24,-0.0269255
13.28,-0.0238385
13.32,-0.015778
13.36,-0.005488
13.4,0.0060025
13.44,0.016121
13.48,0.0231525
13.52,0.0262395
13.56,0.02401
13.6,0.0169785
13.64,0.00686
13.68,-0.0042875
13.72,-0.014063
13.76,-0.0221235
13.8,-0.026411
13.84,-0.0255535
13.88,-0.019894
13.92,-0.010633
13.96,0
14,0.0104615
14.04,0.019208
14.08,0.024353
14.12,0.025039
14.16,0.02058
14.2,0.012348
14.24,0.0022295
14.28,-0.0080605
14.32,-0.01715
14.36,-0.023324
14.4,-0.025039
14.44,-0.0221235
14.48,-0.014749
14.52,-0.0056595
14.56,0.004116
14.6,0.0135485
14.64,0.019894
14.68,0.0228095
14.72,0.0214375
14.76,0.015778
14.8,0.0066885
14.84,-0.0032585
14.88,-0.0125195
14.92,-0.020237
14.96,-0.02401
15,-0.023324
15.04,-0.018522
15.08,-0.009947
15.12,-0.0001715
15.16,0.0097755
15.2,0.018179
15.24,0.022638
15.28,0.0234955
15.32,0.0193795
15.36,0.011662
15.4,0.0018865
15.44,-0.0080605
15.48,-0.016807
15.52,-0.0228095
15.56,-0.024353
15.6,-0.0217805
15.64,-0.015092
15.68,-0.005831
15.72,0.0039445
15.76,0.0135485
15.8,0.0200655
15.84,0.022981
15.88,0.021266
15.92,0.0156065
15.96,0.0070315
16,-0.002744
16.04,-0.011662
16.08,-0.0190365
16.12,-0.0224665
16.16,-0.021952
16.2,-0.017493
16.24,-0.009604
16.28,-0.0005145
16.32,0.0087465
16.36,0.016464
16.4,0.020237
16.44,0.0200655
16.48,0.0159495
16.52,0.0097755
16.56,0.001372
16.6,-0.008232
16.64,-0.0159495
16.68,-0.0207515
16.72,-0.0221235
16.76,-0.0193795
16.8,-0.0135485
16.84,-0.004802
16.88,0.0046305
16.92,0.013034
16.96,0.018865
17,0.0210945
17.04,0.019894
17.08,0.0145775
17.12,0.00686
17.16,-0.0025725
17.2,-0.0114905
17.24,-0.017836
17.28,-0.0214375
17.32,-0.0210945
17.36,-0.01715
17.4,-0.010633
17.44,-0.001372
17.48,0.007546
17.52,0.0142345
17.56,0.018179
17.6,0.0197225
17.64,0.01715
17.68,0.0108045
17.72,0.0022295
17.76,-0.00686
17.8,-0.014063
17.84,-0.0190365
17.88,-0.02058
17.92,-0.018522
17.96,-0.013034
18,-0.004459
18.04,0.0042875
18.08,0.012005
18.12,0.01715
18.16,0.0190365
18.2,0.0183505
18.24,0.013377
18.28,0.005145
18.32,-0.004116
18.36,-0.011662
18.4,-0.0173215
18.44,-0.0207515
18.48,-0.0204085
18.52,-0.0162925
18.56,-0.008918
18.6,0
18.64,0.007889
18.68,0.014749
18.72,0.018865
18.76,0.019208
18.8,0.016464
18.84,0.0101185
18.88,0.001715
18.92,-0.006517
18.96,-0.01372
19,-0.018179
19.04,-0.019894
19.08,-0.017836
19.12,-0.0125195
19.16,-0.005145
19.2,0.002744
19.24,0.0094325
19.28,0.0145775
19.32,0.016807
19.36,0.015778
19.4,0.011662
19.44,0.004459
19.48,-0.002744
19.52,-0.009947
19.56,-0.0162925
19.6,-0.0186935
19.64,-0.018179
19.68,-0.014406
19.72,-0.0080605
19.76,-0.0001715
19.8,0.007546
19.84,0.014063
19.88,0.0176645
19.92,0.017836
19.96,0.015092
20,0.0087465
